timestamp,Infrared to Red Signal Ratio
03/02/21 00:16:01,1
03/02/21 00:17:01,1
03/02/21 00:18:01,-105
03/02/21 00:19:01,-77
03/02/21 00:20:01,-10
03/02/21 00:21:01,-1
03/02/21 00:22:02,-3
03/02/21 00:23:02,-3
03/02/21 00:24:02,-6
03/02/21 00:25:02,-8
03/02/21 00:26:02,-3
03/02/21 00:27:02,-22
03/02/21 00:28:04,-1
03/02/21 00:29:04,-8
03/02/21 00:30:04,-4
03/02/21 00:31:05,-5
03/02/21 00:32:05,-3
03/02/21 00:33:05,-39
03/02/21 00:34:05,1
03/02/21 00:35:05,-4
03/02/21 00:36:05,2
03/02/21 00:37:05,-2
03/02/21 00:38:06,1
03/02/21 00:39:06,0
03/02/21 00:40:06,0
03/02/21 00:41:06,-8
03/02/21 00:42:06,1
03/02/21 00:43:10,0
03/02/21 00:44:10,-3
03/02/21 00:45:10,-14
03/02/21 00:46:10,0
03/02/21 00:47:10,-8
03/02/21 00:48:10,1
03/02/21 00:49:11,0
03/02/21 00:50:11,-9
03/02/21 00:51:11,10
03/02/21 00:52:11,1
03/02/21 00:53:11,-1
03/02/21 00:54:11,-1
03/02/21 00:55:11,-9
03/02/21 00:56:12,0
03/02/21 00:57:12,-6
03/02/21 00:58:13,-2
03/02/21 00:59:13,-8
03/02/21 01:00:13,-20
03/02/21 01:01:13,-47
03/02/21 01:02:13,0
03/02/21 01:03:13,-2
03/02/21 01:04:14,0
03/02/21 01:05:14,3
03/02/21 01:06:14,-6
03/02/21 01:07:14,0
03/02/21 01:08:14,-1
03/02/21 01:09:14,-4
03/02/21 01:10:14,-5
03/02/21 01:11:15,-1
03/02/21 01:12:15,2
03/02/21 01:13:17,-1
03/02/21 01:14:17,0
03/02/21 01:15:17,1
03/02/21 01:16:18,-1
03/02/21 01:17:18,-2
03/02/21 01:18:18,-26
03/02/21 01:19:18,0
03/02/21 01:20:18,-1
03/02/21 01:21:18,-11
03/02/21 01:22:18,-66
03/02/21 01:23:19,-85
03/02/21 01:24:19,-78
03/02/21 01:25:19,-84
03/02/21 01:26:19,-3
03/02/21 01:27:19,2
03/02/21 01:28:19,-18
03/02/21 01:29:20,0
03/02/21 01:30:20,11
03/02/21 01:31:20,-1
03/02/21 01:32:20,3
03/02/21 01:33:21,1
03/02/21 01:34:21,2
03/02/21 01:35:21,8
03/02/21 01:36:21,-1
03/02/21 01:37:21,0
03/02/21 01:38:21,4
03/02/21 01:39:21,0
03/02/21 01:40:22,0
03/02/21 01:41:22,-2
03/02/21 01:42:22,0
03/02/21 01:43:22,-1
