timestamp,Infrared to Red Signal Ratio
04/19/21 01:02:01,-1
04/19/21 01:03:01,-25
04/19/21 01:04:07,26
04/19/21 01:05:07,0
04/19/21 01:06:07,2
04/19/21 01:08:00,7
04/19/21 01:09:00,16
04/19/21 01:10:00,0
04/19/21 01:11:00,0
04/19/21 01:12:00,0
04/19/21 01:13:00,-2
04/19/21 01:14:01,0
04/19/21 01:15:01,0
04/19/21 01:16:59,26
04/19/21 01:17:59,0
04/19/21 01:18:59,0
04/19/21 01:20:00,0
04/19/21 01:21:00,0
04/19/21 01:22:01,-7
04/19/21 01:23:01,-18
04/19/21 01:24:01,-1
04/19/21 01:25:01,0
04/19/21 01:26:01,-19
04/19/21 01:27:01,21
04/19/21 01:28:01,-12
04/19/21 01:29:02,9
04/19/21 01:30:02,-17
04/19/21 01:31:02,5
04/19/21 01:32:02,0
04/19/21 01:33:02,-1
04/19/21 01:34:02,17
04/19/21 01:35:03,8
04/19/21 01:36:03,-2
04/19/21 01:37:03,-15
04/19/21 01:38:04,0
04/19/21 01:39:04,2
04/19/21 01:40:04,-26
04/19/21 01:41:04,0
04/19/21 01:42:04,1
04/19/21 01:43:04,-17
04/19/21 01:44:05,0
04/19/21 01:45:05,0
04/19/21 01:46:05,0
04/19/21 01:47:05,-34
04/19/21 01:48:05,-18
04/19/21 01:49:05,8
04/19/21 01:50:06,-4
04/19/21 01:51:06,21
04/19/21 01:52:07,30
04/19/21 01:53:07,4
04/19/21 01:54:07,4
04/19/21 01:55:07,-4
04/19/21 01:56:07,14
04/19/21 01:57:07,-3
04/19/21 01:58:07,0
04/19/21 01:59:08,0
04/19/21 02:00:08,16
04/19/21 02:01:08,11
04/19/21 02:02:08,4
04/19/21 02:03:08,3
04/19/21 02:04:08,10
04/19/21 02:05:08,-1
04/19/21 02:06:10,17
04/19/21 02:07:11,5
04/19/21 02:08:11,-22
04/19/21 02:09:11,26
04/19/21 02:10:11,-5
04/19/21 02:11:11,-9
04/19/21 02:12:11,-4
04/19/21 02:13:11,16
04/19/21 02:14:12,8
04/19/21 02:15:12,4
04/19/21 02:16:12,0
04/19/21 02:17:12,0
04/19/21 02:18:12,0
04/19/21 02:19:12,3
04/19/21 02:20:12,0
04/19/21 02:21:13,0
04/19/21 02:22:13,3
04/19/21 02:23:13,-17
04/19/21 02:24:13,0
04/19/21 02:25:14,21
04/19/21 02:26:14,-17
04/19/21 02:27:14,-27
04/19/21 02:28:14,0
04/19/21 02:29:14,0
04/19/21 02:30:14,18
04/19/21 02:31:14,15
04/19/21 02:32:14,-11
04/19/21 02:33:15,-3
04/19/21 02:34:15,-16
04/19/21 02:35:15,-10
04/19/21 02:36:15,-13
04/19/21 02:37:16,-2
04/19/21 02:38:16,0
04/19/21 02:39:16,-41
04/19/21 02:40:16,-12
04/19/21 02:41:16,-9
04/19/21 02:42:16,12
04/19/21 02:43:17,3
04/19/21 02:44:17,0
04/19/21 02:45:17,0
04/19/21 02:46:17,3
04/19/21 02:47:17,-7
04/19/21 02:48:17,0
04/19/21 02:49:18,7
04/19/21 02:50:18,-3
04/19/21 02:51:18,-2
04/19/21 02:52:21,8
04/19/21 02:53:22,0
04/19/21 02:54:22,2
04/19/21 02:55:22,10
04/19/21 02:56:22,9
04/19/21 02:57:22,-2
04/19/21 02:58:22,-4
04/19/21 02:59:22,26
04/19/21 03:00:23,0
04/19/21 03:01:23,0
04/19/21 03:02:23,-7
04/19/21 03:03:23,0
04/19/21 03:04:23,48
04/19/21 03:05:23,-5
04/19/21 03:06:24,7
04/19/21 03:07:23,-23
04/19/21 03:08:24,-16
