timestamp,Infrared to Red Signal Ratio
04/02/22 00:00:32,0
04/02/22 00:01:32,-1
04/02/22 00:02:32,-12
04/02/22 00:03:32,0
04/02/22 00:04:32,-6
04/02/22 00:05:33,0
04/02/22 00:06:33,0
04/02/22 00:07:33,-3
04/02/22 00:08:33,0
04/02/22 00:09:33,0
04/02/22 00:10:33,0
04/02/22 00:11:33,0
04/02/22 00:12:34,-17
04/02/22 00:13:34,-6
04/02/22 00:14:34,-23
04/02/22 00:15:34,-21
04/02/22 00:16:34,-50
04/02/22 00:17:34,18
04/02/22 00:18:34,10
04/02/22 00:19:35,-11
04/02/22 00:20:35,3
04/02/22 00:21:35,41
04/02/22 00:22:35,-1
04/02/22 00:23:35,-22
04/02/22 00:24:35,0
04/02/22 00:25:36,16
04/02/22 00:26:36,-1
04/02/22 00:27:36,-34
04/02/22 00:28:36,2
04/02/22 00:29:36,1
04/02/22 01:04:31,0
04/02/22 01:05:31,6
04/02/22 01:06:31,0
04/02/22 01:07:31,-9
04/02/22 01:08:32,-13
04/02/22 01:09:32,-4
04/02/22 01:10:32,-24
04/02/22 01:11:32,3
04/02/22 01:12:32,-10
04/02/22 01:13:32,-52
04/02/22 01:14:32,3
04/02/22 01:15:33,-15
04/02/22 01:16:33,0
04/02/22 01:17:33,-7
04/02/22 01:18:33,0
04/02/22 01:19:33,-8
04/02/22 01:20:33,4
04/02/22 01:21:33,-52
04/02/22 01:22:34,-14
04/02/22 01:23:34,0
04/02/22 01:24:34,-8
04/02/22 01:25:34,0
04/02/22 01:26:34,-6
04/02/22 01:27:34,-34
04/02/22 01:28:35,-29
04/02/22 01:29:35,-53
04/02/22 01:30:35,0
04/02/22 01:31:35,-10
04/02/22 01:32:35,-4
04/02/22 01:33:35,-44
04/02/22 01:34:35,-11
04/02/22 01:35:36,-11
04/02/22 01:36:36,-55
04/02/22 01:37:36,-42
04/02/22 01:38:36,0
04/02/22 01:39:36,0
04/02/22 01:40:36,-3
04/02/22 01:41:36,-30
04/02/22 01:42:37,0
04/02/22 01:43:37,2
04/02/22 01:44:37,-19
04/02/22 01:45:37,-7
04/02/22 01:46:37,-4
04/02/22 01:47:37,0
04/02/22 01:48:38,5
04/02/22 01:49:38,10
04/02/22 01:50:38,-26
04/02/22 01:51:38,-18
04/02/22 01:52:38,-37
04/02/22 01:53:38,-3
04/02/22 01:54:38,-12
04/02/22 01:55:39,28
04/02/22 01:56:39,30
04/02/22 01:57:39,11
04/02/22 01:58:39,19
04/02/22 01:59:39,-29
04/02/22 02:00:39,0
04/02/22 02:01:39,3
04/02/22 02:02:40,0
04/02/22 02:03:40,-2
04/02/22 02:04:40,-8
04/02/22 02:05:40,13
04/02/22 02:06:40,12
04/02/22 02:07:40,0
04/02/22 02:08:41,0
04/02/22 02:09:41,17
04/02/22 02:10:41,9
04/02/22 02:11:41,0
04/02/22 02:12:41,57
