timestamp,Infrared to Red Signal Ratio
05/09/21 00:00:31,0
05/09/21 00:01:32,21
05/09/21 00:02:32,0
05/09/21 00:03:32,0
05/09/21 00:04:32,49
05/09/21 00:05:32,20
05/09/21 00:06:32,0
05/09/21 00:07:32,0
05/09/21 00:08:33,18
05/09/21 00:09:33,32
05/09/21 00:10:33,0
05/09/21 00:11:33,14
05/09/21 00:12:33,18
05/09/21 00:13:33,13
05/09/21 00:14:34,0
05/09/21 00:15:34,42
05/09/21 00:16:34,4
05/09/21 00:17:34,0
05/09/21 00:18:34,20
05/09/21 00:19:34,1
05/09/21 00:20:34,7
05/09/21 00:21:35,0
05/09/21 00:22:35,62
05/09/21 00:23:35,2
05/09/21 00:24:35,34
05/09/21 00:25:35,62
05/09/21 00:26:35,45
05/09/21 00:27:35,34
05/09/21 00:28:36,0
05/09/21 00:29:36,-13
05/09/21 00:30:36,0
05/09/21 00:31:36,-1
05/09/21 00:32:36,58
05/09/21 00:33:36,9
05/09/21 00:34:37,-18
05/09/21 00:35:37,4
05/09/21 00:36:37,80
05/09/21 00:37:37,18
05/09/21 00:38:37,7
05/09/21 00:39:37,4
05/09/21 00:40:37,-8
05/09/21 00:41:38,-3
05/09/21 00:42:38,12
05/09/21 00:43:38,5
05/09/21 00:44:38,26
05/09/21 00:45:38,22
05/09/21 00:46:38,52
05/09/21 00:47:38,44
05/09/21 00:48:39,-13
05/09/21 00:49:39,1
05/09/21 00:50:39,7
05/09/21 00:51:39,35
05/09/21 00:52:39,7
05/09/21 00:53:39,11
05/09/21 00:54:40,4
05/09/21 00:55:40,39
05/09/21 00:56:40,0
05/09/21 00:57:40,0
05/09/21 00:58:40,0
05/09/21 00:59:40,1
05/09/21 01:00:40,-4
05/09/21 01:01:41,8
05/09/21 01:02:41,0
05/09/21 01:03:41,26
05/09/21 01:04:41,11
05/09/21 01:05:41,4
05/09/21 01:06:41,17
05/09/21 01:07:41,31
05/09/21 01:08:42,8
05/09/21 01:09:42,2
05/09/21 01:10:42,14
05/09/21 01:11:42,77
05/09/21 01:12:42,-1
05/09/21 01:13:42,-21
05/09/21 01:14:43,-19
05/09/21 01:15:43,-1
05/09/21 01:16:43,-39
05/09/21 01:17:43,-43
05/09/21 01:18:43,37
05/09/21 01:19:43,-24
05/09/21 01:20:43,4
05/09/21 01:21:44,-87
05/09/21 01:22:44,-60
05/09/21 01:23:44,-21
05/09/21 01:24:44,4
05/09/21 01:25:44,-1
05/09/21 01:26:44,6
05/09/21 01:27:44,-13
05/09/21 01:28:45,30
05/09/21 01:29:45,0
05/09/21 01:30:45,-3
05/09/21 01:31:45,9
05/09/21 01:32:45,4
05/09/21 01:33:45,26
05/09/21 01:34:46,-3
05/09/21 01:35:46,-21
05/09/21 01:36:46,-10
05/09/21 01:37:46,-4
05/09/21 01:38:46,-1
05/09/21 01:39:46,0
05/09/21 01:40:46,-4
05/09/21 01:41:47,2
05/09/21 01:42:47,0
05/09/21 01:43:47,-1
05/09/21 01:44:47,-6
05/09/21 01:45:47,-26
05/09/21 01:46:47,-37
05/09/21 01:47:47,0
05/09/21 01:48:48,-16
05/09/21 01:49:48,-50
05/09/21 01:50:48,-91
05/09/21 01:51:48,-1
05/09/21 01:52:48,0
05/09/21 01:53:48,-4
05/09/21 01:54:49,-2
05/09/21 01:55:49,0
05/09/21 01:56:49,0
05/09/21 01:57:49,-60
05/09/21 01:58:49,0
05/09/21 01:59:49,-62
05/09/21 02:00:49,7
05/09/21 02:01:50,-4
05/09/21 02:02:50,0
05/09/21 02:03:50,-7
05/09/21 02:04:50,-30
05/09/21 02:05:50,8
05/09/21 02:06:50,-34
05/09/21 02:07:50,-2
05/09/21 02:08:51,7
05/09/21 02:09:51,-3
05/09/21 02:10:51,-56
05/09/21 02:11:51,-15
05/09/21 02:12:51,1
05/09/21 02:13:51,0
05/09/21 02:14:52,-61
05/09/21 02:15:52,1
05/09/21 02:16:52,-24
05/09/21 02:17:52,-14
05/09/21 02:18:52,-4
05/09/21 02:19:52,0
05/09/21 02:20:52,0
05/09/21 02:21:53,0
05/09/21 02:22:53,0
05/09/21 02:23:53,6
05/09/21 02:24:53,-17
05/09/21 02:25:53,-1
05/09/21 02:26:53,0
05/09/21 02:27:53,0
05/09/21 02:28:54,-6
05/09/21 02:29:54,2
05/09/21 02:30:54,0
05/09/21 02:31:54,0
05/09/21 02:32:54,-33
05/09/21 02:33:54,0
05/09/21 02:34:55,0
05/09/21 02:35:55,-13
05/09/21 02:36:55,-2
05/09/21 02:37:55,1
05/09/21 02:38:55,0
05/09/21 02:39:55,0
05/09/21 02:40:55,0
05/09/21 02:41:56,0
05/09/21 02:42:56,0
05/09/21 02:43:56,0
05/09/21 02:44:56,0
05/09/21 02:45:56,0
05/09/21 02:46:56,0
05/09/21 02:47:56,0
05/09/21 02:48:57,0
05/09/21 02:49:57,0
05/09/21 02:50:57,0
05/09/21 02:51:57,0
05/09/21 02:52:57,0
05/09/21 02:53:57,17
05/09/21 02:54:58,0
05/09/21 02:55:58,0
05/09/21 02:56:58,0
05/09/21 02:57:58,0
05/09/21 02:58:58,55
05/09/21 02:59:58,-1
05/09/21 03:00:58,47
05/09/21 03:01:59,32
05/09/21 03:02:59,7
05/09/21 03:03:59,18
05/09/21 03:04:59,7
05/09/21 03:05:59,34
05/09/21 03:06:59,21
05/09/21 03:08:00,9
05/09/21 03:09:00,7
05/09/21 03:10:00,0
05/09/21 03:11:00,0
05/09/21 03:12:00,0
05/09/21 03:13:00,0
05/09/21 03:14:00,0
05/09/21 03:15:01,-5
05/09/21 03:16:01,40
05/09/21 03:17:01,6
05/09/21 03:18:01,7
05/09/21 03:19:01,0
05/09/21 03:20:01,0
05/09/21 03:21:01,11
05/09/21 03:22:02,-21
05/09/21 03:23:02,13
05/09/21 03:24:02,54
05/09/21 03:25:02,12
05/09/21 03:26:02,12
05/09/21 03:27:02,-3
05/09/21 03:28:03,9
05/09/21 03:29:03,-70
05/09/21 03:30:03,0
05/09/21 03:31:03,0
05/09/21 03:32:03,0
05/09/21 03:33:03,0
05/09/21 03:34:03,0
05/09/21 03:35:04,0
05/09/21 03:36:04,0
05/09/21 03:37:04,0
05/09/21 03:38:04,0
05/09/21 03:39:04,0
05/09/21 03:40:04,0
05/09/21 03:41:04,0
05/09/21 03:42:05,0
05/09/21 03:43:05,-3
05/09/21 03:44:05,0
05/09/21 03:45:05,0
05/09/21 03:46:05,0
05/09/21 03:47:05,0
05/09/21 03:48:06,15
05/09/21 03:49:06,0
05/09/21 03:50:06,-4
05/09/21 03:51:06,8
05/09/21 03:52:06,11
05/09/21 03:53:06,50
05/09/21 03:54:06,49
05/09/21 03:55:07,49
05/09/21 03:56:07,4
05/09/21 03:57:07,61
05/09/21 03:58:07,16
05/09/21 03:59:07,12
05/09/21 04:00:07,2
05/09/21 04:01:07,-34
05/09/21 04:02:08,-14
05/09/21 04:03:08,-9
05/09/21 04:04:08,5
05/09/21 04:05:08,-56
05/09/21 04:06:08,6
05/09/21 04:07:08,11
05/09/21 04:08:09,10
05/09/21 04:09:09,4
05/09/21 04:10:09,-20
05/09/21 04:11:09,8
05/09/21 04:12:09,-12
05/09/21 04:13:09,-1
05/09/21 04:14:09,12
05/09/21 04:15:10,8
05/09/21 04:16:10,1
05/09/21 04:17:10,-46
05/09/21 04:18:10,-36
05/09/21 04:19:10,17
05/09/21 04:20:10,0
05/09/21 04:21:10,17
05/09/21 04:22:11,0
05/09/21 04:23:11,25
05/09/21 04:24:11,3
05/09/21 04:25:11,-3
05/09/21 04:26:11,17
05/09/21 04:27:11,-3
05/09/21 04:28:12,-9
05/09/21 04:29:12,15
05/09/21 04:30:12,0
05/09/21 04:31:12,0
05/09/21 04:32:12,0
05/09/21 04:33:12,-45
05/09/21 04:34:12,6
05/09/21 04:35:13,-8
05/09/21 04:36:13,0
05/09/21 04:37:13,0
05/09/21 04:38:13,0
05/09/21 04:39:13,0
05/09/21 04:40:13,4
05/09/21 04:41:13,-32
05/09/21 04:42:14,-2
05/09/21 04:43:14,-15
05/09/21 04:44:14,-18
05/09/21 04:45:14,-5
05/09/21 04:46:14,0
05/09/21 04:47:14,-9
05/09/21 04:48:15,3
05/09/21 04:49:15,3
05/09/21 04:50:15,0
05/09/21 04:51:15,-15
05/09/21 04:52:15,-5
05/09/21 04:53:15,-3
05/09/21 04:54:15,-41
05/09/21 04:55:16,-1
05/09/21 04:56:16,-4
05/09/21 04:57:16,-12
05/09/21 04:58:16,20
05/09/21 04:59:16,0
05/09/21 05:00:16,-8
05/09/21 05:01:16,-42
05/09/21 05:02:17,-30
05/09/21 05:03:17,-55
05/09/21 05:04:17,0
05/09/21 05:05:17,0
05/09/21 05:06:17,-2
05/09/21 05:07:17,0
05/09/21 05:08:18,0
05/09/21 05:09:18,0
05/09/21 05:10:18,0
05/09/21 05:11:18,0
05/09/21 05:12:18,-20
05/09/21 05:13:18,-17
05/09/21 05:14:18,0
05/09/21 05:15:19,15
05/09/21 05:16:19,5
05/09/21 05:17:19,24
05/09/21 05:18:19,0
05/09/21 05:19:19,-30
05/09/21 05:20:19,0
05/09/21 05:21:19,5
05/09/21 05:22:20,8
05/09/21 05:23:20,-6
05/09/21 05:24:20,26
05/09/21 05:25:20,4
05/09/21 05:26:20,21
05/09/21 05:27:20,20
05/09/21 05:28:21,0
05/09/21 05:29:21,63
05/09/21 05:30:21,9
05/09/21 05:31:21,-2
05/09/21 05:32:21,0
05/09/21 05:33:21,10
05/09/21 05:34:21,-1
05/09/21 05:35:22,26
05/09/21 05:36:22,-69
05/09/21 05:37:22,-14
05/09/21 05:38:22,26
05/09/21 05:39:22,-7
05/09/21 05:40:22,17
05/09/21 05:41:22,-38
05/09/21 05:42:23,0
05/09/21 05:43:23,-27
05/09/21 05:44:23,7
05/09/21 05:45:23,-14
05/09/21 05:46:23,7
05/09/21 05:47:23,0
05/09/21 05:48:24,1
05/09/21 05:49:24,-36
05/09/21 05:50:24,-5
05/09/21 05:51:24,0
05/09/21 05:52:24,-3
05/09/21 05:53:24,-32
05/09/21 05:54:24,0
05/09/21 05:55:25,0
05/09/21 05:56:25,0
05/09/21 05:57:25,-5
05/09/21 05:58:25,2
05/09/21 05:59:25,0
05/09/21 06:00:25,0
05/09/21 06:01:25,0
05/09/21 06:02:26,0
05/09/21 06:03:26,0
05/09/21 06:04:26,0
05/09/21 06:05:26,0
05/09/21 06:06:26,0
05/09/21 06:07:26,0
05/09/21 06:08:27,0
05/09/21 06:09:27,0
05/09/21 06:10:27,0
05/09/21 06:11:27,0
05/09/21 06:12:27,0
05/09/21 06:13:27,0
05/09/21 06:14:27,0
05/09/21 06:15:28,0
05/09/21 06:16:28,0
05/09/21 06:17:28,0
05/09/21 06:18:28,56
05/09/21 06:19:28,0
05/09/21 06:20:28,0
05/09/21 06:21:28,17
05/09/21 06:22:29,2
05/09/21 06:23:29,4
05/09/21 06:24:29,-1
05/09/21 06:25:29,18
05/09/21 06:26:29,56
05/09/21 06:27:29,21
05/09/21 06:28:30,10
05/09/21 06:29:30,15
05/09/21 06:30:30,0
05/09/21 06:31:30,42
05/09/21 06:32:30,2
05/09/21 06:33:30,-4
05/09/21 06:34:30,8
05/09/21 06:35:31,-5
05/09/21 06:36:31,19
05/09/21 06:37:31,5
05/09/21 06:38:31,1
05/09/21 06:39:31,-26
05/09/21 06:40:31,-55
05/09/21 06:41:31,-5
05/09/21 06:42:32,-3
05/09/21 06:43:32,-5
05/09/21 06:44:32,-24
05/09/21 06:45:32,8
05/09/21 06:46:32,-17
05/09/21 06:47:32,0
05/09/21 06:48:33,-10
05/09/21 06:49:33,25
05/09/21 06:50:33,41
05/09/21 06:51:33,0
05/09/21 06:52:33,3
05/09/21 06:53:33,-15
05/09/21 06:54:33,5
05/09/21 06:55:34,8
05/09/21 06:56:34,0
05/09/21 06:57:34,-11
05/09/21 06:58:34,0
05/09/21 06:59:34,0
05/09/21 07:00:34,0
05/09/21 07:01:34,0
05/09/21 07:02:35,0
05/09/21 07:03:35,0
05/09/21 07:04:35,2
05/09/21 07:05:35,0
05/09/21 07:06:35,0
05/09/21 07:07:35,0
05/09/21 07:08:36,0
05/09/21 07:09:36,0
05/09/21 07:10:41,0
05/09/21 07:11:41,0
05/09/21 07:13:30,0
05/09/21 07:14:30,0
05/09/21 07:15:30,2
05/09/21 07:16:30,0
05/09/21 07:17:30,0
05/09/21 07:18:30,0
05/09/21 07:19:31,0
05/09/21 07:20:31,0
05/09/21 07:21:31,0
05/09/21 07:22:31,0
05/09/21 07:23:31,0
05/09/21 07:24:31,5
05/09/21 07:25:32,0
05/09/21 07:26:32,0
05/09/21 07:27:33,0
05/09/21 07:28:33,0
05/09/21 07:29:33,0
05/09/21 07:30:33,0
05/09/21 07:31:33,0
05/09/21 07:32:33,0
05/09/21 07:33:34,0
05/09/21 07:34:34,0
05/09/21 07:35:34,0
05/09/21 07:36:34,0
05/09/21 07:37:34,-22
05/09/21 07:38:34,0
05/09/21 07:39:34,0
05/09/21 07:40:33,21
05/09/21 07:41:33,10
05/09/21 07:42:33,0
05/09/21 07:43:33,-23
05/09/21 07:44:33,2
05/09/21 15:53:31,0
05/09/21 15:54:32,2
05/09/21 15:55:32,0
05/09/21 15:56:32,0
05/09/21 15:57:32,-23
05/09/21 15:58:32,0
05/09/21 15:59:32,-8
05/09/21 16:00:32,-21
05/09/21 16:01:33,-22
05/09/21 16:02:33,4
05/09/21 16:03:33,-11
05/09/21 16:04:33,0
05/09/21 16:05:33,1
05/09/21 16:06:36,14
05/09/21 16:07:36,1
