timestamp,Infrared to Red Signal Ratio
08/01/25 01:33:00,0
08/01/25 01:34:00,3
08/01/25 01:35:00,-3
08/01/25 01:36:00,-1
08/01/25 01:37:00,0
08/01/25 01:38:00,36
08/01/25 01:39:00,0
08/01/25 01:40:59,-10
08/01/25 01:41:59,-10
08/01/25 01:42:59,-45
08/01/25 01:43:59,17
08/01/25 01:44:59,-26
08/01/25 01:45:59,6
08/01/25 01:46:59,17
08/01/25 01:47:59,-34
08/01/25 01:48:59,-1
08/01/25 01:49:59,31
08/01/25 01:50:59,35
08/01/25 01:51:59,20
08/01/25 01:52:59,0
08/01/25 01:53:59,3
08/01/25 01:54:59,-46
08/01/25 01:55:59,8
08/01/25 01:56:59,0
08/01/25 01:57:59,0
08/01/25 01:58:59,53
08/01/25 01:59:59,79
08/01/25 02:00:59,0
08/01/25 02:01:59,4
08/01/25 02:02:59,4
08/01/25 02:03:59,34
08/01/25 02:04:59,52
08/01/25 02:05:59,-9
08/01/25 02:06:59,0
08/01/25 02:07:59,45
08/01/25 02:08:59,59
08/01/25 02:09:59,0
08/01/25 02:10:59,0
08/01/25 02:11:59,0
08/01/25 02:12:59,0
08/01/25 02:13:59,0
08/01/25 02:14:59,0
08/01/25 02:15:59,0
08/01/25 02:16:59,0
08/01/25 02:17:59,0
08/01/25 02:18:59,0
08/01/25 02:19:59,0
08/01/25 02:20:59,0
08/01/25 02:21:59,0
08/01/25 02:22:59,0
08/01/25 02:23:59,0
08/01/25 02:24:59,0
08/01/25 02:26:00,0
08/01/25 02:27:00,0
08/01/25 02:28:00,0
08/01/25 02:29:00,0
08/01/25 02:30:00,0
08/01/25 02:31:00,2
08/01/25 02:32:00,5
08/01/25 02:33:00,0
08/01/25 02:34:00,0
08/01/25 02:35:00,0
08/01/25 02:36:00,0
08/01/25 02:37:00,0
08/01/25 02:38:00,-1
08/01/25 02:39:00,0
08/01/25 02:40:59,-2
08/01/25 02:41:59,75
08/01/25 02:42:59,56
