timestamp,Infrared to Red Signal Ratio
02/25/22 01:10:02,0
02/25/22 01:11:02,-52
02/25/22 01:12:03,0
02/25/22 01:13:03,0
02/25/22 01:14:03,-59
02/25/22 01:15:03,0
02/25/22 01:16:03,4
02/25/22 01:17:03,1
02/25/22 01:18:04,-26
02/25/22 01:19:04,0
02/25/22 01:20:04,-31
02/25/22 01:21:04,4
02/25/22 01:22:04,7
02/25/22 01:23:04,16
02/25/22 01:24:04,66
02/25/22 01:25:05,42
02/25/22 01:26:05,0
02/25/22 01:27:05,6
02/25/22 01:28:05,0
02/25/22 01:29:05,1
02/25/22 01:30:05,10
02/25/22 01:31:05,78
02/25/22 01:32:06,43
02/25/22 01:33:06,46
02/25/22 01:34:06,5
02/25/22 01:35:06,38
02/25/22 01:36:06,8
02/25/22 01:37:06,25
02/25/22 01:38:07,7
02/25/22 01:39:07,50
02/25/22 01:40:07,26
02/25/22 01:41:07,5
02/25/22 01:42:07,40
02/25/22 01:43:07,7
02/25/22 01:44:07,3
02/25/22 01:45:08,-3
02/25/22 01:46:08,9
02/25/22 01:47:08,25
02/25/22 01:48:08,-2
02/25/22 01:49:08,6
02/25/22 01:50:08,0
02/25/22 01:51:08,22
02/25/22 01:52:09,-31
02/25/22 01:53:09,0
02/25/22 01:54:09,-1
02/25/22 01:55:09,-23
02/25/22 01:56:09,-12
02/25/22 01:57:09,26
02/25/22 01:58:10,-23
02/25/22 01:59:10,0
02/25/22 02:00:10,-34
02/25/22 02:01:10,0
02/25/22 02:02:10,0
02/25/22 02:03:10,-79
02/25/22 02:04:10,-39
02/25/22 02:05:11,-17
02/25/22 02:06:11,-5
02/25/22 02:07:11,-62
02/25/22 02:08:11,26
02/25/22 02:09:11,-4
02/25/22 02:10:11,2
02/25/22 02:11:11,0
02/25/22 02:12:12,0
02/25/22 02:13:12,0
02/25/22 02:14:12,0
02/25/22 02:15:12,-13
02/25/22 02:16:12,0
02/25/22 02:17:12,0
02/25/22 02:18:13,0
02/25/22 02:19:13,0
02/25/22 02:20:13,0
02/25/22 02:21:13,0
02/25/22 02:22:13,0
02/25/22 02:23:13,0
02/25/22 02:24:13,0
02/25/22 02:25:14,0
02/25/22 02:26:14,0
02/25/22 02:27:14,0
02/25/22 02:28:14,0
02/25/22 02:29:14,0
02/25/22 02:30:14,0
02/25/22 02:31:14,0
02/25/22 02:32:15,0
02/25/22 02:33:15,0
02/25/22 02:34:15,0
02/25/22 02:35:15,0
02/25/22 02:36:15,0
02/25/22 02:37:15,0
02/25/22 02:38:16,0
02/25/22 02:39:16,0
02/25/22 02:40:16,0
02/25/22 02:41:16,0
02/25/22 02:42:16,5
02/25/22 02:43:16,-9
02/25/22 02:44:16,0
02/25/22 02:45:17,13
02/25/22 02:46:17,-11
02/25/22 02:47:17,0
02/25/22 02:48:17,-14
02/25/22 02:49:17,8
02/25/22 02:50:17,-6
02/25/22 02:51:17,0
02/25/22 02:52:18,5
02/25/22 02:53:18,0
02/25/22 02:54:18,0
02/25/22 02:55:18,-12
02/25/22 02:56:18,-6
02/25/22 02:57:18,-4
02/25/22 02:58:19,0
02/25/22 02:59:19,0
02/25/22 03:00:19,45
02/25/22 03:01:19,32
02/25/22 03:02:19,0
02/25/22 03:03:19,0
02/25/22 03:04:19,0
02/25/22 03:05:20,-2
02/25/22 03:06:20,18
02/25/22 03:07:20,0
