timestamp,Infrared to Red Signal Ratio
11/24/20 00:07:31,3
11/24/20 00:08:31,37
11/24/20 00:09:31,-35
11/24/20 00:10:32,0
11/24/20 00:11:32,-17
11/24/20 00:12:32,6
11/24/20 00:27:31,1
11/24/20 00:28:31,-40
11/24/20 00:29:31,0
11/24/20 00:30:31,-15
11/24/20 00:31:32,-33
11/24/20 00:32:32,3
11/24/20 00:33:32,8
11/24/20 00:34:32,4
11/24/20 00:35:31,6
11/24/20 00:36:32,-1
11/24/20 00:37:32,3
11/24/20 00:38:32,-1
11/24/20 00:39:32,-10
11/24/20 00:40:32,-1
11/24/20 00:41:32,-31
11/24/20 00:42:32,-5
11/24/20 00:43:33,0
11/24/20 00:44:33,-2
11/24/20 01:45:31,4
11/24/20 01:46:32,-16
11/24/20 01:47:32,-3
11/24/20 01:48:32,12
11/24/20 01:49:32,-5
11/24/20 01:50:32,-1
11/24/20 01:51:32,-15
11/24/20 01:52:32,-10
11/24/20 01:53:33,-1
11/24/20 01:54:33,-18
11/24/20 01:55:33,2
11/24/20 01:56:33,-27
11/24/20 01:57:33,-1
11/24/20 01:58:33,-76
11/24/20 01:59:33,-12
11/24/20 02:00:34,-10
11/24/20 02:01:34,-2
11/24/20 02:02:34,-25
11/24/20 02:03:34,-33
11/24/20 02:04:34,-9
11/24/20 02:05:34,-12
11/24/20 02:06:35,-6
11/24/20 02:07:35,-76
11/24/20 02:08:35,-2
11/24/20 02:09:35,0
11/24/20 02:10:35,-12
11/24/20 02:11:35,-20
11/24/20 02:12:35,3
11/24/20 02:13:36,1
11/24/20 02:14:36,-6
11/24/20 02:15:36,1
11/24/20 02:16:36,0
11/24/20 02:17:36,-2
11/24/20 02:18:36,-2
11/24/20 02:19:36,0
11/24/20 02:20:37,-1
11/24/20 02:21:37,4
11/24/20 02:22:37,0
11/24/20 02:23:37,-1
11/24/20 02:24:37,-1
11/24/20 02:25:37,5
11/24/20 02:26:38,-2
11/24/20 02:27:38,-5
11/24/20 02:28:38,-2
11/24/20 02:29:38,-6
11/24/20 02:30:38,-7
11/24/20 02:31:38,-12
11/24/20 02:32:38,-33
11/24/20 02:33:39,0
11/24/20 02:34:39,0
11/24/20 02:35:39,1
11/24/20 02:36:39,-21
11/24/20 02:37:39,2
11/24/20 02:38:39,-3
11/24/20 02:39:39,-19
11/24/20 02:40:40,3
11/24/20 02:41:40,10
11/24/20 02:42:40,-3
11/24/20 02:43:40,-8
11/24/20 02:44:40,-7
11/24/20 02:45:40,-32
11/24/20 02:46:41,11
11/24/20 02:47:41,-1
11/24/20 02:48:41,6
11/24/20 02:49:41,-9
11/24/20 02:50:41,-1
11/24/20 02:51:41,11
11/24/20 02:52:41,-6
11/24/20 02:53:42,-1
11/24/20 02:54:42,4
11/24/20 02:55:42,-18
11/24/20 02:56:42,-7
11/24/20 02:57:42,0
11/24/20 02:58:42,-2
11/24/20 02:59:42,9
11/24/20 03:00:43,1
11/24/20 03:01:43,2
11/24/20 03:02:43,0
11/24/20 03:03:43,7
11/24/20 03:04:43,1
11/24/20 03:05:43,-1
11/24/20 03:06:44,-1
11/24/20 03:07:44,-1
11/24/20 03:08:44,15
11/24/20 03:09:44,15
11/24/20 03:10:44,10
11/24/20 03:11:44,-3
11/24/20 03:12:44,-2
11/24/20 03:13:45,-1
11/24/20 03:14:45,-1
11/24/20 03:15:45,-13
11/24/20 03:16:45,5
11/24/20 03:17:45,5
11/24/20 03:18:45,-9
11/24/20 03:19:45,-84
11/24/20 03:20:46,-45
11/24/20 03:21:46,-18
11/24/20 03:22:46,-14
11/24/20 03:23:46,-108
11/24/20 03:24:46,6
11/24/20 03:25:46,-118
11/24/20 03:26:47,-60
11/24/20 03:27:47,18
11/24/20 03:28:47,-67
11/24/20 03:29:47,-106
11/24/20 03:30:47,-5
11/24/20 03:31:47,-1
11/24/20 03:32:47,10
11/24/20 03:33:48,-1
11/24/20 03:34:48,2
11/24/20 03:35:48,0
11/24/20 03:36:48,-4
11/24/20 03:37:48,-1
11/24/20 03:38:48,-1
11/24/20 03:39:48,3
11/24/20 03:40:49,0
11/24/20 03:41:49,0
11/24/20 03:42:49,-9
11/24/20 03:43:49,-1
11/24/20 03:44:49,-12
11/24/20 03:45:49,-3
11/24/20 03:46:50,-1
11/24/20 03:47:50,-3
11/24/20 03:48:50,-17
11/24/20 03:49:50,1
11/24/20 03:50:50,-1
11/24/20 03:51:50,-2
11/24/20 03:52:50,0
11/24/20 03:53:51,-13
11/24/20 03:54:51,-1
11/24/20 03:55:51,0
11/24/20 03:56:51,-2
11/24/20 03:57:51,1
11/24/20 03:58:51,-11
11/24/20 03:59:51,-2
11/24/20 04:00:52,-1
11/24/20 04:01:52,0
11/24/20 04:02:52,-1
11/24/20 04:03:52,3
11/24/20 04:04:52,-4
11/24/20 04:05:52,-2
11/24/20 04:06:53,0
11/24/20 04:07:53,-22
11/24/20 04:08:53,-36
11/24/20 04:09:53,-29
11/24/20 04:10:53,-52
11/24/20 04:11:53,0
11/24/20 04:12:53,-7
11/24/20 04:13:54,-99
11/24/20 04:14:54,-48
11/24/20 04:15:54,-1
11/24/20 04:16:54,-14
11/24/20 04:17:54,1
11/24/20 04:18:54,-4
11/24/20 04:19:54,-3
11/24/20 04:20:55,-1
11/24/20 04:21:55,-23
11/24/20 04:22:55,0
11/24/20 04:23:55,7
11/24/20 04:24:55,-1
11/24/20 04:25:55,-2
11/24/20 04:26:56,-7
11/24/20 04:27:56,-77
11/24/20 04:28:56,-5
11/24/20 04:29:56,-1
11/24/20 04:30:56,13
11/24/20 04:31:56,-66
11/24/20 04:32:56,0
11/24/20 04:33:57,-6
11/24/20 04:34:57,7
11/24/20 04:35:57,1
11/24/20 04:36:57,-1
11/24/20 04:37:57,-17
11/24/20 04:38:57,-16
11/24/20 04:39:57,-6
11/24/20 04:40:58,-4
11/24/20 04:41:58,-2
11/24/20 04:42:58,-68
11/24/20 04:43:58,-1
11/24/20 04:44:58,0
11/24/20 04:45:58,3
11/24/20 04:46:59,0
11/24/20 04:47:59,-9
11/24/20 04:48:59,0
11/24/20 04:49:59,-1
11/24/20 04:50:59,1
11/24/20 04:51:59,0
11/24/20 04:52:59,2
11/24/20 04:54:00,-1
11/24/20 04:55:00,3
11/24/20 04:56:00,0
11/24/20 04:57:00,-20
11/24/20 04:58:00,-1
11/24/20 04:59:00,-1
11/24/20 05:00:00,7
11/24/20 05:01:01,0
11/24/20 05:02:01,0
11/24/20 05:03:01,0
11/24/20 05:04:01,1
11/24/20 05:05:01,-1
11/24/20 05:06:01,0
11/24/20 05:07:02,9
11/24/20 05:08:02,-38
11/24/20 05:09:02,13
11/24/20 05:10:02,6
11/24/20 05:11:02,5
11/24/20 05:12:02,-1
11/24/20 05:13:02,0
11/24/20 05:14:03,2
11/24/20 05:15:03,5
11/24/20 05:16:03,5
11/24/20 05:17:03,-1
11/24/20 05:18:03,0
11/24/20 05:19:03,0
11/24/20 05:20:03,5
11/24/20 05:21:04,-4
11/24/20 05:22:04,0
11/24/20 05:23:04,-1
11/24/20 05:24:04,4
11/24/20 05:25:04,17
11/24/20 05:26:04,6
11/24/20 05:27:05,-48
11/24/20 05:28:05,-3
11/24/20 05:29:05,0
11/24/20 05:30:05,0
11/24/20 05:31:05,-1
11/24/20 05:32:05,0
11/24/20 05:33:05,3
11/24/20 05:34:06,4
11/24/20 05:35:06,-1
11/24/20 05:36:06,0
11/24/20 05:37:06,2
11/24/20 05:38:06,5
11/24/20 05:39:06,-8
11/24/20 05:40:06,-1
11/24/20 05:41:07,12
11/24/20 05:42:07,22
11/24/20 05:43:07,-20
11/24/20 05:44:07,-56
11/24/20 05:45:07,10
11/24/20 05:46:07,-15
11/24/20 05:47:08,-1
11/24/20 05:48:08,-4
11/24/20 05:49:08,-3
11/24/20 05:50:08,0
11/24/20 05:51:08,-12
11/24/20 05:52:08,0
11/24/20 05:53:08,-10
11/24/20 05:54:09,-2
11/24/20 05:55:09,-18
11/24/20 05:56:09,33
11/24/20 05:57:09,44
11/24/20 05:58:09,2
11/24/20 05:59:09,22
11/24/20 06:00:09,-16
11/24/20 06:01:10,-6
11/24/20 06:02:10,6
11/24/20 06:03:10,-35
11/24/20 06:04:10,-70
11/24/20 06:05:10,-60
11/24/20 06:06:10,-4
11/24/20 06:07:11,-14
11/24/20 06:08:11,-37
11/24/20 06:09:11,-1
11/24/20 06:10:11,0
11/24/20 06:11:11,-2
11/24/20 06:12:11,1
11/24/20 06:13:11,18
11/24/20 06:14:12,1
11/24/20 06:15:12,18
11/24/20 06:16:12,4
11/24/20 06:17:12,4
11/24/20 06:18:12,-1
11/24/20 06:19:12,-4
11/24/20 06:20:12,6
11/24/20 06:21:13,7
11/24/20 06:22:13,-5
11/24/20 06:23:13,-6
11/24/20 06:24:13,-24
11/24/20 06:25:13,0
11/24/20 06:26:13,7
11/24/20 06:27:14,-1
11/24/20 06:28:14,-1
11/24/20 06:29:14,-1
11/24/20 06:30:14,32
11/24/20 06:31:14,-25
11/24/20 06:32:14,-19
11/24/20 06:33:14,-1
11/24/20 06:34:15,8
11/24/20 06:35:15,-4
11/24/20 06:36:15,-7
11/24/20 06:37:15,21
11/24/20 06:38:15,-2
11/24/20 06:39:15,0
11/24/20 06:40:15,3
11/24/20 06:41:16,-5
11/24/20 06:42:16,2
11/24/20 06:43:16,9
11/24/20 06:44:16,-4
11/24/20 06:45:16,1
11/24/20 06:46:16,-1
11/24/20 06:47:17,-1
11/24/20 06:48:17,-1
11/24/20 06:49:17,7
11/24/20 06:50:17,-3
11/24/20 06:51:17,-1
11/24/20 06:52:17,-7
11/24/20 06:53:17,0
11/24/20 06:54:18,1
11/24/20 06:55:18,3
11/24/20 06:56:18,-1
11/24/20 06:57:18,-35
11/24/20 06:58:18,-1
11/24/20 06:59:18,-20
