sleep_id,sleep_stage_id,sleep_stage_type,start_utc_offset,sleep_stage_start,end_utc_offset,sleep_stage_end,data_source,sleep_stage_created,sleep_stage_last_updated
1032936195169759904,1218867949735954856,LIGHT,+01:00,2025-01-05 07:04:00+0000,+01:00,2025-01-05 07:07:00+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,1391043399715304680,AWAKE,+01:00,2025-01-05 08:46:00+0000,+01:00,2025-01-05 08:47:00+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,152130628089073840,AWAKE,+01:00,2025-01-05 08:34:30+0000,+01:00,2025-01-05 08:35:00+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,1624038745223773672,REM,+01:00,2025-01-05 08:18:00+0000,+01:00,2025-01-05 08:24:00+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,1646425821118682592,AWAKE,+01:00,2025-01-05 04:30:30+0000,+01:00,2025-01-05 04:36:30+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,2000061232035315272,AWAKE,+01:00,2025-01-05 05:48:30+0000,+01:00,2025-01-05 05:49:00+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,2350098061440874864,DEEP,+01:00,2025-01-05 03:51:30+0000,+01:00,2025-01-05 04:30:30+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,276505978681707616,LIGHT,+01:00,2025-01-05 06:48:00+0000,+01:00,2025-01-05 07:03:00+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,2788600194496729248,AWAKE,+01:00,2025-01-05 08:17:30+0000,+01:00,2025-01-05 08:18:00+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,2950789375151256976,LIGHT,+01:00,2025-01-05 07:48:30+0000,+01:00,2025-01-05 07:49:00+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,3447831736083194840,DEEP,+01:00,2025-01-05 05:30:00+0000,+01:00,2025-01-05 05:48:30+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,35564465225944912,LIGHT,+01:00,2025-01-05 05:22:30+0000,+01:00,2025-01-05 05:30:00+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,403003856130382704,AWAKE,+01:00,2025-01-05 07:07:00+0000,+01:00,2025-01-05 07:07:30+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,4586260523078989920,LIGHT,+01:00,2025-01-05 08:24:00+0000,+01:00,2025-01-05 08:34:30+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,4814490090361431952,AWAKE,+01:00,2025-01-05 08:55:30+0000,+01:00,2025-01-05 09:01:00+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,5448161197546197920,REM,+01:00,2025-01-05 04:43:30+0000,+01:00,2025-01-05 05:10:00+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,5686869714955646496,LIGHT,+01:00,2025-01-05 07:07:30+0000,+01:00,2025-01-05 07:46:00+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,578513946953106176,LIGHT,+01:00,2025-01-05 08:47:00+0000,+01:00,2025-01-05 08:55:30+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,6169354750642567408,REM,+01:00,2025-01-05 06:19:00+0000,+01:00,2025-01-05 06:37:30+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,6960692864999012408,LIGHT,+01:00,2025-01-05 05:11:00+0000,+01:00,2025-01-05 05:17:00+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,6989125507208448632,REM,+01:00,2025-01-05 07:49:00+0000,+01:00,2025-01-05 08:17:30+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,7155149390837699896,AWAKE,+01:00,2025-01-05 07:46:00+0000,+01:00,2025-01-05 07:48:30+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,7189956038225653520,LIGHT,+01:00,2025-01-05 04:36:30+0000,+01:00,2025-01-05 04:43:30+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,7521923028292635928,DEEP,+01:00,2025-01-05 05:17:00+0000,+01:00,2025-01-05 05:22:30+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,7625892615156057216,AWAKE,+01:00,2025-01-05 07:03:00+0000,+01:00,2025-01-05 07:04:00+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,7875232300887125656,AWAKE,+01:00,2025-01-05 06:37:30+0000,+01:00,2025-01-05 06:38:00+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,8388684936963588000,REM,+01:00,2025-01-05 06:38:00+0000,+01:00,2025-01-05 06:48:00+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,8463509156212225048,AWAKE,+01:00,2025-01-05 06:15:00+0000,+01:00,2025-01-05 06:15:30+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,8636569707211299512,AWAKE,+01:00,2025-01-05 03:48:30+0000,+01:00,2025-01-05 03:51:30+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
1032936195169759904,884757860764550072,LIGHT,+01:00,2025-01-05 06:15:30+0000,+01:00,2025-01-05 06:19:00+0000,DERIVED,2025-04-02 17:21:57+0000,2025-04-02 17:21:57+0000
