sleep_id,sleep_stage_id,sleep_stage_type,start_utc_offset,sleep_stage_start,end_utc_offset,sleep_stage_end,data_source,sleep_stage_created,sleep_stage_last_updated
1078029421322622632,1062856045965643320,LIGHT,+01:00,2026-01-06 04:21:00+0000,+01:00,2026-01-06 04:22:00+0000,DERIVED,2026-01-06 08:10:38+0000,2026-01-06 08:10:38+0000
1078029421322622632,1149952427694224744,LIGHT,+01:00,2026-01-06 05:30:00+0000,+01:00,2026-01-06 05:31:30+0000,DERIVED,2026-01-06 08:10:38+0000,2026-01-06 08:10:38+0000
1078029421322622632,1253012820453562552,LIGHT,+01:00,2026-01-06 01:45:30+0000,+01:00,2026-01-06 01:47:00+0000,DERIVED,2026-01-06 08:10:38+0000,2026-01-06 08:10:38+0000
1078029421322622632,1262402051098434856,REM,+01:00,2026-01-06 03:37:00+0000,+01:00,2026-01-06 03:49:30+0000,DERIVED,2026-01-06 08:10:38+0000,2026-01-06 08:10:38+0000
1078029421322622632,1591970125775840768,LIGHT,+01:00,2026-01-06 09:00:30+0000,+01:00,2026-01-06 09:01:00+0000,DERIVED,2026-01-06 08:10:38+0000,2026-01-06 08:10:38+0000
1078029421322622632,1705271812269724664,DEEP,+01:00,2026-01-06 04:22:00+0000,+01:00,2026-01-06 04:39:00+0000,DERIVED,2026-01-06 08:10:38+0000,2026-01-06 08:10:38+0000
1078029421322622632,1775772485417569080,AWAKE,+01:00,2026-01-06 04:41:00+0000,+01:00,2026-01-06 04:42:00+0000,DERIVED,2026-01-06 08:10:38+0000,2026-01-06 08:10:38+0000
1078029421322622632,1797825470255662040,LIGHT,+01:00,2026-01-06 03:49:30+0000,+01:00,2026-01-06 03:50:30+0000,DERIVED,2026-01-06 08:10:38+0000,2026-01-06 08:10:38+0000
1078029421322622632,1968434101268086408,REM,+01:00,2026-01-06 05:10:00+0000,+01:00,2026-01-06 05:12:00+0000,DERIVED,2026-01-06 08:10:38+0000,2026-01-06 08:10:38+0000
1078029421322622632,2054281490107613480,REM,+01:00,2026-01-06 04:49:00+0000,+01:00,2026-01-06 04:50:00+0000,DERIVED,2026-01-06 08:10:38+0000,2026-01-06 08:10:38+0000
1078029421322622632,2107204194357876248,AWAKE,+01:00,2026-01-06 05:09:30+0000,+01:00,2026-01-06 05:10:00+0000,DERIVED,2026-01-06 08:10:38+0000,2026-01-06 08:10:38+0000
1078029421322622632,2168400962075950176,REM,+01:00,2026-01-06 03:13:00+0000,+01:00,2026-01-06 03:27:30+0000,DERIVED,2026-01-06 08:10:38+0000,2026-01-06 08:10:38+0000
1078029421322622632,2273835776174825176,REM,+01:00,2026-01-06 01:48:30+0000,+01:00,2026-01-06 01:51:00+0000,DERIVED,2026-01-06 08:10:38+0000,2026-01-06 08:10:38+0000
1078029421322622632,233571108269116624,REM,+01:00,2026-01-06 05:31:30+0000,+01:00,2026-01-06 05:32:00+0000,DERIVED,2026-01-06 08:10:38+0000,2026-01-06 08:10:38+0000
1078029421322622632,2363337625984408560,LIGHT,+01:00,2026-01-06 04:42:00+0000,+01:00,2026-01-06 04:46:00+0000,DERIVED,2026-01-06 08:10:38+0000,2026-01-06 08:10:38+0000
