exercise_id,exercise_start,exercise_end,utc_offset,exercise_created,exercise_last_updated,activity_name,log_type,pool_length,pool_length_unit,intervals,distance_units,tracker_total_calories,tracker_total_steps,tracker_total_distance_mm,tracker_total_altitude_mm,tracker_avg_heart_rate,tracker_peak_heart_rate,tracker_avg_pace_mm_per_second,tracker_avg_speed_mm_per_second,tracker_peak_speed_mm_per_second,tracker_auto_stride_run_mm,tracker_auto_stride_walk_mm,tracker_swim_lengths,tracker_pool_length,tracker_pool_length_unit,tracker_cardio_load,manually_logged_total_calories,manually_logged_total_steps,manually_logged_total_distance_mm,manually_logged_pool_length,manually_logged_pool_length_unit,events,activity_type_probabilities,autodetected_confirmed,autodetected_start_timestamp,autodetected_end_timestamp,autodetected_utc_offset,autodetected_activity_name,autodetected_sensor_based_activity_name,deletion_reason,activity_label,suggested_start_timestamp,suggested_end_timestamp,reconciliation_status
1011780418053000048,2023-01-25 17:51:25+0000,2023-01-25 18:18:43+0000,+01:00,2023-01-25 19:19:14+0000,2023-01-25 19:19:14+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1021230333979128,2023-02-26 13:52:45+0000,2023-02-26 15:24:55+0000,+01:00,2023-02-26 20:26:08+0000,2023-02-26 20:26:08+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1101863161589609168,2023-05-04 17:41:50+0000,2023-05-04 17:59:47+0000,+02:00,2023-05-05 05:16:35+0000,2023-05-05 05:16:35+0000,Aerobic Workout,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1160940932161225112,2022-10-08 15:23:19+0000,2022-10-08 15:55:45+0000,+02:00,2022-10-08 16:19:53+0000,2022-10-08 16:19:53+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1167386534782558984,2023-04-29 10:25:23+0000,2023-04-29 10:51:50+0000,+02:00,2023-04-30 05:05:21+0000,2023-04-30 05:05:21+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1179015130315119856,2023-02-06 16:50:11+0000,2023-02-06 17:07:15+0000,+01:00,2023-02-06 18:00:27+0000,2023-02-06 18:00:27+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1250178447441926128,2022-09-05 18:19:09+0000,2022-09-05 19:12:03+0000,+02:00,2022-09-05 19:22:18+0000,2022-09-05 19:22:18+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1253957811040820064,2023-07-10 07:41:13+0000,2023-07-10 08:51:14+0000,+02:00,2023-07-10 09:03:03+0000,2023-07-10 09:03:03+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1326257441296143512,2022-10-18 10:22:38+0000,2022-10-18 11:01:01+0000,+02:00,2022-10-18 11:38:07+0000,2022-10-18 11:38:07+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1408047610122331984,2022-10-28 11:42:51+0000,2022-10-28 12:01:38+0000,+02:00,2022-10-30 07:39:27+0000,2022-10-30 07:39:27+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1431366081327924960,2022-11-09 16:38:21+0000,2022-11-09 16:59:41+0000,+01:00,2022-11-15 09:21:08+0000,2022-11-15 09:21:08+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1453266422915108016,2023-05-18 13:43:48+0000,2023-05-18 15:12:33+0000,+02:00,2023-05-18 15:29:18+0000,2023-05-18 15:29:18+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1478232801025033496,2023-09-01 16:52:00+0000,2023-09-01 17:21:52+0000,-04:00,2023-09-01 23:54:58+0000,2023-09-01 23:54:58+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1575170284565755440,2023-04-10 10:04:32+0000,2023-04-10 10:36:58+0000,+02:00,2023-04-11 05:23:25+0000,2023-04-11 05:23:25+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1579051458048548176,2022-12-17 13:00:08+0000,2022-12-17 13:59:52+0000,+01:00,2022-12-18 08:38:51+0000,2022-12-18 08:38:51+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1601862872771592296,2022-11-09 08:17:26+0000,2022-11-09 08:37:04+0000,+01:00,2022-11-15 09:21:08+0000,2022-11-15 09:21:08+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1642772243730943128,2023-08-18 16:25:29+0000,2023-08-18 17:38:48+0000,-04:00,2023-08-18 16:35:39+0000,2023-08-18 17:51:04+0000,Swim,TRACKER,25,METER,,UNSPECIFIED,0,0,0,0,0,0,0,0,0,0,0,0,25,METER,0,,,,,,,,,,,,,,UNSPECIFIED,,,,
1666459125790429608,2023-04-08 08:48:19+0000,2023-04-08 09:08:48+0000,+02:00,2023-04-08 10:58:58+0000,2023-04-08 10:58:58+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1698390971537077056,2022-09-08 16:56:48+0000,2022-09-08 17:25:49+0000,+02:00,2022-09-08 17:39:12+0000,2022-09-08 17:39:12+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1709256745437664832,2023-03-27 15:19:42+0000,2023-03-27 15:59:53+0000,+02:00,2023-03-27 15:33:11+0000,2023-03-27 19:56:32+0000,Weights,TRACKER,0,UNSPECIFIED,,IMPERIAL,425,853,440101,31090,143,166,182,23296,421,0,0,0,0,UNSPECIFIED,0,,,,,,,,,,,,,,UNSPECIFIED,,,,
1712865563938692560,2023-06-08 21:00:21+0000,2023-06-08 21:20:50+0000,+02:00,2023-06-08 21:37:34+0000,2023-06-08 21:37:34+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1748005509383057392,2023-01-03 16:44:00+0000,2023-01-03 17:11:18+0000,+01:00,2023-01-04 09:11:56+0000,2023-01-04 09:11:56+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1790592583335756176,2023-04-04 15:27:22+0000,2023-04-04 15:56:23+0000,+02:00,2023-04-04 18:36:37+0000,2023-04-04 18:36:37+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1807458214420353400,2023-02-23 17:12:49+0000,2023-02-23 17:40:58+0000,+01:00,2023-02-24 07:50:03+0000,2023-02-24 07:50:03+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1836735679088413608,2022-09-11 17:44:44+0000,2022-09-11 18:32:34+0000,+02:00,2022-09-11 18:37:39+0000,2022-09-11 18:37:39+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1841340142400648208,2023-02-18 16:12:54+0000,2023-02-18 16:35:56+0000,+01:00,2023-02-18 17:33:01+0000,2023-02-18 17:33:01+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
1848795689203904464,2022-10-01 16:13:41+0000,2022-10-01 16:46:07+0000,+02:00,2022-10-01 17:07:35+0000,2022-10-01 17:07:35+0000,Outdoor Walk,AUTO_DETECTED,0,UNSPECIFIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSPECIFIED,,,,
