timestamp,deep sleep stats - milli breaths per minute,deep sleep stats - standard deviation milli breaths per minute,deep sleep stats - signal to noise,light sleep stats - milli breaths per minute,light sleep stats - standard deviation milli breaths per minute,light sleep stats - signal to noise,rem sleep stats - milli breaths per minute,rem sleep stats - standard deviation milli breaths per minute,rem sleep stats - signal to noise,full sleep stats - milli breaths per minute,full sleep stats - standard deviation milli breaths per minute,full sleep stats - signal to noise,data source
2021-04-01T08:04:30Z,17.0,1.4,4.736,0.0,0.0,0.0,16.8,1.5,3.47,17.2,0.7,5.093,Fitbit App
2021-04-02T10:31:30Z,16.4,1.2,6.717,0.0,0.0,0.0,13.2,0.6,3.014,17.2,1.3,6.472,Fitbit App
2021-04-03T09:48:30Z,17.4,1.9,4.842,0.0,0.0,0.0,-1.0,0.0,1.683,16.4,1.1,4.361,Fitbit App
2021-04-04T10:26:30Z,17.0,1.5,7.443,0.0,0.0,0.0,-1.0,0.0,1.542,16.8,1.0,7.867,Fitbit App
2021-04-05T05:09:00Z,17.6,2.1,6.236,0.0,0.0,0.0,-1.0,0.0,1.589,17.6,2.1,6.236,Fitbit App
2021-04-06T09:37:00Z,17.6,1.4,6.905,0.0,0.0,0.0,-1.0,0.0,1.857,17.8,0.6,4.372,Fitbit App
2021-04-07T06:58:30Z,17.0,1.2,11.009,0.0,0.0,0.0,-1.0,0.0,1.961,18.8,0.8,7.086,Fitbit App
2021-04-08T07:39:30Z,17.2,1.6,10.531,0.0,0.0,0.0,-1.0,0.0,1.97,17.6,1.5,7.216,Fitbit App
2021-04-09T08:39:00Z,18.2,1.4,7.739,0.0,0.0,0.0,-1.0,0.0,1.896,17.8,0.8,8.173,Fitbit App
2021-04-10T10:11:00Z,17.0,1.5,9.937,0.0,0.0,0.0,17.2,1.6,5.53,16.8,1.4,7.607,Fitbit App
2021-04-12T09:03:30Z,17.4,1.2,7.29,0.0,0.0,0.0,-1.0,0.0,2.079,17.8,1.6,7.384,Fitbit App
2021-04-13T08:57:00Z,17.2,1.4,4.606,0.0,0.0,0.0,-1.0,0.0,2.275,17.2,1.0,7.828,Fitbit App
2021-04-14T08:39:00Z,17.8,1.3,4.196,0.0,0.0,0.0,-1.0,0.0,1.823,18.0,1.5,7.776,Fitbit App
2021-04-15T08:19:30Z,17.6,1.5,5.401,0.0,0.0,0.0,-1.0,0.0,1.565,17.2,1.2,6.665,Fitbit App
2021-04-16T08:15:00Z,-1.0,0.0,2.424,0.0,0.0,0.0,-1.0,0.0,1.804,16.8,0.9,5.651,Fitbit App
2021-04-16T18:26:00Z,-1.0,0.0,1.419,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.855,Fitbit App
2021-04-17T10:52:00Z,-1.0,0.0,2.027,0.0,0.0,0.0,-1.0,0.0,1.755,17.0,0.9,2.872,Fitbit App
2021-04-18T09:28:30Z,-1.0,0.0,1.697,0.0,0.0,0.0,-1.0,0.0,1.963,17.2,1.4,3.722,Fitbit App
2021-04-19T09:10:30Z,18.0,1.2,4.136,0.0,0.0,0.0,-1.0,0.0,1.852,18.0,1.2,4.136,Fitbit App
2021-04-20T08:35:00Z,17.8,1.5,4.184,0.0,0.0,0.0,-1.0,0.0,1.385,17.8,1.5,4.184,Fitbit App
2021-04-21T09:10:00Z,-1.0,0.0,2.18,0.0,0.0,0.0,10.8,2.2,5.315,0.0,0.0,1.976,Fitbit App
2021-04-22T08:11:00Z,17.8,1.0,5.102,0.0,0.0,0.0,-1.0,0.0,2.309,17.8,1.0,5.102,Fitbit App
2021-04-23T07:48:30Z,17.4,1.9,3.386,0.0,0.0,0.0,-1.0,0.0,2.055,17.2,0.9,4.104,Fitbit App
2021-04-24T09:29:00Z,16.8,1.7,3.987,0.0,0.0,0.0,-1.0,0.0,1.966,16.8,1.7,3.987,Fitbit App
2021-04-25T10:00:30Z,18.2,1.4,5.03,0.0,0.0,0.0,-1.0,0.0,1.874,18.4,0.8,5.025,Fitbit App
2021-04-26T08:29:00Z,17.4,1.5,7.306,0.0,0.0,0.0,16.4,2.5,6.375,17.4,0.8,9.632,Fitbit App
2021-04-27T08:53:30Z,17.8,1.4,7.64,0.0,0.0,0.0,-1.0,0.0,1.977,17.4,1.0,9.188,Fitbit App
2021-04-28T07:50:30Z,17.2,1.1,6.969,0.0,0.0,0.0,17.2,0.5,2.555,17.4,1.7,7.952,Fitbit App
2021-04-29T08:23:30Z,16.6,1.6,8.058,0.0,0.0,0.0,-1.0,0.0,1.92,17.2,1.5,5.979,Fitbit App
2021-04-30T08:30:00Z,17.4,1.2,9.192,0.0,0.0,0.0,-1.0,0.0,1.798,17.6,1.4,9.604,Fitbit App
