timestamp,deep sleep stats - milli breaths per minute,deep sleep stats - standard deviation milli breaths per minute,deep sleep stats - signal to noise,light sleep stats - milli breaths per minute,light sleep stats - standard deviation milli breaths per minute,light sleep stats - signal to noise,rem sleep stats - milli breaths per minute,rem sleep stats - standard deviation milli breaths per minute,rem sleep stats - signal to noise,full sleep stats - milli breaths per minute,full sleep stats - standard deviation milli breaths per minute,full sleep stats - signal to noise,data source
2023-07-01T09:37:30Z,18.4,1.6,8.224,18.8,1.6,8.584,8.8,0.5,2.927,18.4,1.6,8.224,Fitbit App
2023-07-02T07:39:30Z,21.0,0.8,5.535,-1.0,0.0,2.299,-1.0,0.0,1.439,21.0,0.8,5.535,Fitbit App
2023-07-03T06:51:00Z,18.2,1.5,6.271,18.4,1.6,9.0,18.0,1.7,4.096,18.2,1.5,6.271,Fitbit App
2023-07-04T06:57:30Z,18.8,1.7,9.439,18.6,1.7,8.041,-1.0,0.0,2.183,18.8,1.7,9.439,Fitbit App
2023-07-05T02:56:30Z,-1.0,0.0,0.0,18.2,0.6,3.931,-1.0,0.0,1.444,18.2,0.6,3.931,Fitbit App
2023-07-05T08:05:30Z,-1.0,0.0,2.194,17.8,1.5,5.648,-1.0,0.0,1.86,17.8,1.5,5.648,Fitbit App
2023-07-06T07:11:00Z,17.8,1.3,9.193,17.6,2.3,16.213,-1.0,0.0,2.332,17.8,1.3,9.193,Fitbit App
2023-07-07T05:56:00Z,19.6,1.4,8.972,19.2,1.5,6.464,-1.0,0.0,2.23,19.6,1.4,8.972,Fitbit App
2023-07-07T07:52:30Z,19.6,1.4,8.786,19.4,1.6,7.486,-1.0,0.0,1.627,19.6,1.4,8.786,Fitbit App
2023-07-08T05:34:00Z,18.8,1.0,6.9,-1.0,0.0,2.201,-1.0,0.0,2.287,18.8,1.0,6.9,Fitbit App
2023-07-08T09:09:00Z,18.6,0.8,8.886,19.2,2.0,9.348,-1.0,0.0,1.67,18.6,0.8,8.886,Fitbit App
2023-07-10T07:50:00Z,19.4,2.3,9.199,18.0,2.0,8.785,19.8,0.7,3.177,19.4,2.3,9.199,Fitbit App
2023-07-11T07:20:00Z,19.8,1.5,7.295,18.4,2.0,6.169,-1.0,0.0,1.661,19.8,1.5,7.295,Fitbit App
2023-07-12T08:11:00Z,-1.0,0.0,2.086,-1.0,0.0,2.444,10.4,2.1,3.856,0.0,0.0,2.086,Fitbit App
2023-07-13T07:31:00Z,18.8,1.7,6.402,18.8,2.0,8.706,10.8,1.5,3.521,18.8,1.7,6.402,Fitbit App
2023-07-14T07:14:00Z,18.8,0.7,5.968,18.8,1.5,9.721,-1.0,0.0,1.718,18.8,0.7,5.968,Fitbit App
2023-07-15T08:02:00Z,-1.0,0.0,2.24,18.4,1.5,3.369,10.8,2.0,3.192,18.4,1.5,3.369,Fitbit App
2023-07-16T09:32:00Z,19.6,1.8,7.534,19.6,1.8,11.748,9.4,0.8,3.4,19.6,1.8,7.534,Fitbit App
2023-07-19T05:55:30Z,18.8,1.3,6.758,18.4,1.5,10.394,-1.0,0.0,1.757,18.8,1.3,6.758,Fitbit App
2023-07-20T06:49:30Z,18.2,0.8,5.638,18.2,1.6,11.072,-1.0,0.0,2.306,18.2,0.8,5.638,Fitbit App
2023-07-21T08:12:30Z,-1.0,0.0,2.253,18.8,2.0,9.382,12.4,0.6,4.092,18.8,2.0,9.382,Fitbit App
2023-07-22T08:12:30Z,-1.0,0.0,2.006,18.2,2.4,13.018,23.2,0.7,2.604,18.2,2.4,13.018,Fitbit App
2023-07-23T05:02:30Z,18.8,1.4,6.283,18.6,2.0,12.118,19.4,2.5,7.794,18.8,1.4,6.283,Fitbit App
2023-07-24T07:57:30Z,18.0,1.2,5.715,18.2,1.7,9.661,-1.0,0.0,2.049,18.0,1.2,5.715,Fitbit App
2023-07-25T08:33:00Z,18.4,1.3,6.653,18.2,1.7,10.09,-1.0,0.0,2.198,18.4,1.3,6.653,Fitbit App
2023-07-26T09:25:30Z,18.0,1.3,8.639,18.2,1.6,7.963,-1.0,0.0,2.087,18.0,1.3,8.639,Fitbit App
2023-07-27T12:12:00Z,-1.0,0.0,2.45,18.8,2.4,12.937,-1.0,0.0,2.14,18.8,2.4,12.937,Fitbit App
2023-07-28T11:12:30Z,-1.0,0.0,2.457,19.2,2.5,10.543,-1.0,0.0,2.051,19.2,2.5,10.543,Fitbit App
2023-07-29T10:53:30Z,19.2,1.6,11.384,-1.0,0.0,1.507,9.6,0.8,2.615,19.2,1.6,11.384,Fitbit App
2023-07-30T12:25:00Z,29.2,0.5,5.275,18.2,1.6,10.412,-1.0,0.0,1.986,29.2,0.5,5.275,Fitbit App
2023-07-31T12:17:30Z,-1.0,0.0,2.401,18.6,1.0,6.222,11.2,1.4,4.34,18.6,1.0,6.222,Fitbit App
2023-07-31T19:03:30Z,18.0,1.3,6.176,16.6,2.6,5.365,-1.0,0.0,1.602,18.0,1.3,6.176,Fitbit App
