timestamp,body fat percentage,data source
2017-02-03T07:26:12Z,38.687,Withings Fitbit 3P Web API
2017-02-04T10:03:26Z,40.005,Withings Fitbit 3P Web API
2017-02-05T09:47:10Z,40.249,Withings Fitbit 3P Web API
2017-02-05T11:16:56Z,40.225,Withings Fitbit 3P Web API
2017-02-06T08:53:34Z,40.173,Withings Fitbit 3P Web API
2017-02-07T06:53:12Z,41.156,Withings Fitbit 3P Web API
2017-02-08T07:56:54Z,38.211,Withings Fitbit 3P Web API
2017-02-09T06:57:51Z,40.533,Withings Fitbit 3P Web API
2017-02-10T06:22:21Z,39.024,Withings Fitbit 3P Web API
2017-02-11T08:18:44Z,37.492,Withings Fitbit 3P Web API
2017-02-12T09:33:55Z,39.508,Withings Fitbit 3P Web API
2017-02-16T06:19:16Z,37.769,Withings Fitbit 3P Web API
2017-02-20T06:54:21Z,40.159,Withings Fitbit 3P Web API
2017-02-24T06:40:28Z,38.402,Withings Fitbit 3P Web API
