timestamp,deep sleep stats - milli breaths per minute,deep sleep stats - standard deviation milli breaths per minute,deep sleep stats - signal to noise,light sleep stats - milli breaths per minute,light sleep stats - standard deviation milli breaths per minute,light sleep stats - signal to noise,rem sleep stats - milli breaths per minute,rem sleep stats - standard deviation milli breaths per minute,rem sleep stats - signal to noise,full sleep stats - milli breaths per minute,full sleep stats - standard deviation milli breaths per minute,full sleep stats - signal to noise,data source
2023-12-01T07:09:30Z,17.4,0.6,5.014,17.8,1.3,8.802,-1.0,0.0,1.637,17.4,0.6,5.014,Fitbit App
2023-12-02T10:21:30Z,-1.0,0.0,1.967,19.2,1.4,9.861,-1.0,0.0,1.967,19.2,1.4,9.861,Fitbit App
2023-12-03T08:28:30Z,18.6,1.5,5.773,18.2,1.7,6.754,13.0,1.7,2.521,18.6,1.5,5.773,Fitbit App
2023-12-04T08:41:30Z,18.6,2.1,9.322,17.6,1.7,7.326,-1.0,0.0,1.598,18.6,2.1,9.322,Fitbit App
2023-12-05T02:27:30Z,16.6,0.5,3.141,18.8,1.5,10.635,-1.0,0.0,1.917,18.8,1.5,10.635,Fitbit App
2023-12-05T09:15:00Z,-1.0,0.0,1.967,-1.0,0.0,2.26,24.0,0.5,2.772,0.0,0.0,1.967,Fitbit App
2023-12-06T05:32:30Z,17.4,1.5,3.931,18.0,1.7,7.54,-1.0,0.0,1.597,18.0,1.7,7.54,Fitbit App
2023-12-07T09:23:30Z,18.4,1.5,7.283,17.6,2.1,7.076,-1.0,0.0,1.893,18.4,1.5,7.283,Fitbit App
2023-12-08T06:13:00Z,18.0,0.6,4.368,18.4,1.4,7.091,-1.0,0.0,2.106,18.0,0.6,4.368,Fitbit App
2023-12-09T06:55:30Z,18.4,1.1,5.573,18.6,2.2,7.519,-1.0,0.0,1.987,18.4,1.1,5.573,Fitbit App
2023-12-10T07:23:00Z,20.6,0.6,2.504,20.8,0.5,2.58,-1.0,0.0,1.43,20.6,0.6,2.504,Fitbit App
2023-12-10T08:58:30Z,18.4,1.2,4.232,18.6,1.1,6.984,-1.0,0.0,1.755,18.4,1.2,4.232,Fitbit App
2023-12-11T08:25:30Z,18.0,1.0,9.363,17.4,1.5,10.307,-1.0,0.0,2.132,18.0,1.0,9.363,Fitbit App
2023-12-12T07:09:00Z,17.8,1.7,6.977,17.4,1.9,7.339,-1.0,0.0,1.333,17.8,1.7,6.977,Fitbit App
2023-12-13T06:55:00Z,17.0,1.4,9.269,17.2,1.4,5.309,10.8,1.7,5.051,17.0,1.4,9.269,Fitbit App
2023-12-14T08:35:30Z,17.8,1.7,7.289,17.4,1.5,7.71,-1.0,0.0,1.632,17.8,1.7,7.289,Fitbit App
2023-12-15T06:44:30Z,17.6,1.5,7.771,17.2,1.6,6.925,-1.0,0.0,2.15,17.6,1.5,7.771,Fitbit App
2023-12-16T08:27:00Z,18.0,1.4,9.014,17.2,2.1,8.418,10.6,1.3,3.038,18.0,1.4,9.014,Fitbit App
2023-12-17T08:53:30Z,17.2,0.7,9.276,17.4,2.4,8.762,-1.0,0.0,1.555,17.2,0.7,9.276,Fitbit App
2023-12-18T06:00:00Z,19.2,0.5,4.105,18.2,1.7,10.512,-1.0,0.0,1.308,19.2,0.5,4.105,Fitbit App
2023-12-18T08:42:30Z,19.2,0.5,4.105,18.2,1.8,10.193,-1.0,0.0,1.932,19.2,0.5,4.105,Fitbit App
2023-12-19T06:17:30Z,18.0,1.9,9.4,18.2,1.7,11.457,-1.0,0.0,2.072,18.0,1.9,9.4,Fitbit App
2023-12-21T07:13:00Z,18.8,1.2,5.829,17.6,1.9,7.131,-1.0,0.0,1.63,18.8,1.2,5.829,Fitbit App
2023-12-22T06:23:30Z,17.8,1.4,6.905,19.0,1.4,10.391,-1.0,0.0,1.731,17.8,1.4,6.905,Fitbit App
2023-12-23T07:58:00Z,17.4,1.7,3.951,-1.0,0.0,2.283,-1.0,0.0,1.552,17.4,1.7,3.951,Fitbit App
2023-12-24T06:26:00Z,19.2,1.6,8.227,-1.0,0.0,2.044,-1.0,0.0,1.691,19.2,1.6,8.227,Fitbit App
2023-12-25T07:59:30Z,-1.0,0.0,1.994,18.6,1.5,7.292,-1.0,0.0,2.072,18.6,1.5,7.292,Fitbit App
2023-12-26T06:30:00Z,18.4,0.8,5.453,18.2,1.7,10.261,-1.0,0.0,1.828,18.4,0.8,5.453,Fitbit App
2023-12-27T08:38:00Z,17.6,0.9,7.661,16.8,1.6,4.758,-1.0,0.0,1.603,17.6,0.9,7.661,Fitbit App
2023-12-28T07:25:30Z,18.6,1.1,6.584,17.8,1.5,7.66,-1.0,0.0,1.468,18.6,1.1,6.584,Fitbit App
2023-12-29T06:32:30Z,17.6,1.4,8.314,17.0,1.0,4.829,-1.0,0.0,1.809,17.6,1.4,8.314,Fitbit App
2023-12-30T08:16:00Z,19.2,1.8,9.027,17.8,2.2,9.44,18.0,1.3,6.317,19.2,1.8,9.027,Fitbit App
2023-12-31T08:28:30Z,19.0,1.2,4.764,18.6,1.9,8.502,-1.0,0.0,2.117,19.0,1.2,4.764,Fitbit App
