timestamp,body fat percentage,data source
2014-05-20T04:36:52Z,36.052,Withings Fitbit 3P Web API
2014-05-20T04:41:08Z,36.494,Withings Fitbit 3P Web API
2014-05-21T05:23:33Z,36.646,Withings Fitbit 3P Web API
2014-05-21T05:25:17Z,36.158,Withings Fitbit 3P Web API
2014-05-22T05:33:49Z,35.683,Withings Fitbit 3P Web API
2014-05-25T11:17:33Z,36.263,Withings Fitbit 3P Web API
2014-05-26T05:20:20Z,36.145,Withings Fitbit 3P Web API
2014-05-27T05:20:13Z,37.673,Withings Fitbit 3P Web API
2014-05-28T05:06:49Z,38.156,Withings Fitbit 3P Web API
2014-05-29T04:02:19Z,37.182,Withings Fitbit 3P Web API
