timestamp,body fat percentage,data source
2024-12-15T08:18:11Z,32.253,Withings Fitbit 3P Web API
2024-12-22T10:44:55Z,32.573,Withings Fitbit 3P Web API
2024-12-23T09:29:10Z,32.382,Withings Fitbit 3P Web API
2024-12-24T10:06:49Z,32.387,Withings Fitbit 3P Web API
2024-12-24T10:07:42Z,32.485,Withings Fitbit 3P Web API
2024-12-25T10:13:57Z,32.309,Withings Fitbit 3P Web API
2024-12-25T10:14:40Z,32.409,Withings Fitbit 3P Web API
2024-12-25T10:15:26Z,32.452,Withings Fitbit 3P Web API
2024-12-26T09:43:41Z,32.573,Withings Fitbit 3P Web API
2024-12-27T08:44:03Z,32.433,Withings Fitbit 3P Web API
2024-12-27T08:45:46Z,32.397,Withings Fitbit 3P Web API
2024-12-28T08:57:26Z,32.253,Withings Fitbit 3P Web API
2024-12-29T07:34:48Z,31.854,Withings Fitbit 3P Web API
2024-12-30T07:48:59Z,32.092,Withings Fitbit 3P Web API
2024-12-31T09:02:46Z,32.268,Withings Fitbit 3P Web API
