timestamp,oxygen saturation percentage,data source
2024-08-01T00:15:03Z,97.5,Charge 5
2024-08-01T00:16:03Z,98.1,Charge 5
2024-08-01T00:17:03Z,98.4,Charge 5
2024-08-01T00:18:03Z,98.5,Charge 5
2024-08-01T00:20:03Z,98.7,Charge 5
2024-08-01T00:21:03Z,98.8,Charge 5
2024-08-01T00:22:03Z,98.7,Charge 5
2024-08-01T00:23:03Z,98.2,Charge 5
2024-08-01T00:24:03Z,98.2,Charge 5
2024-08-01T00:25:03Z,98.2,Charge 5
2024-08-01T00:26:03Z,98.9,Charge 5
2024-08-01T01:39:03Z,93.4,Charge 5
2024-08-01T01:40:03Z,94.0,Charge 5
2024-08-01T01:41:03Z,94.0,Charge 5
2024-08-01T01:42:03Z,94.0,Charge 5
2024-08-01T01:43:03Z,94.0,Charge 5
2024-08-01T01:44:03Z,94.0,Charge 5
2024-08-01T01:45:03Z,94.1,Charge 5
2024-08-01T01:46:03Z,94.4,Charge 5
2024-08-01T01:47:03Z,94.4,Charge 5
2024-08-01T01:48:03Z,94.5,Charge 5
2024-08-01T01:49:03Z,94.5,Charge 5
2024-08-01T01:50:03Z,94.6,Charge 5
2024-08-01T01:51:03Z,94.5,Charge 5
2024-08-01T01:52:03Z,94.8,Charge 5
2024-08-01T01:53:03Z,94.9,Charge 5
2024-08-01T01:54:03Z,95.5,Charge 5
2024-08-01T01:55:03Z,95.7,Charge 5
2024-08-01T01:56:03Z,95.7,Charge 5
2024-08-01T01:57:03Z,95.9,Charge 5
2024-08-01T01:58:03Z,95.9,Charge 5
2024-08-01T02:00:03Z,96.1,Charge 5
2024-08-01T02:01:03Z,96.6,Charge 5
2024-08-01T02:02:03Z,97.1,Charge 5
2024-08-01T02:03:03Z,97.7,Charge 5
2024-08-01T02:04:03Z,98.2,Charge 5
2024-08-01T02:05:03Z,98.5,Charge 5
2024-08-01T02:06:03Z,98.5,Charge 5
2024-08-01T02:07:03Z,98.8,Charge 5
2024-08-01T02:08:03Z,99.1,Charge 5
2024-08-01T02:09:03Z,99.3,Charge 5
2024-08-01T02:10:03Z,99.3,Charge 5
2024-08-01T02:11:03Z,99.5,Charge 5
2024-08-01T02:12:03Z,99.5,Charge 5
2024-08-01T02:13:03Z,99.6,Charge 5
2024-08-01T02:14:03Z,99.6,Charge 5
2024-08-01T02:15:03Z,99.3,Charge 5
2024-08-01T02:16:03Z,99.3,Charge 5
2024-08-01T02:17:03Z,99.4,Charge 5
2024-08-01T02:18:03Z,99.7,Charge 5
2024-08-01T02:19:03Z,99.4,Charge 5
2024-08-01T02:20:03Z,99.8,Charge 5
2024-08-01T02:21:03Z,100.0,Charge 5
2024-08-01T02:24:03Z,99.6,Charge 5
2024-08-01T02:25:03Z,99.2,Charge 5
2024-08-01T02:26:03Z,99.0,Charge 5
2024-08-01T02:28:03Z,97.7,Charge 5
2024-08-01T02:29:03Z,97.5,Charge 5
2024-08-01T02:31:03Z,95.1,Charge 5
2024-08-01T02:32:03Z,92.2,Charge 5
2024-08-01T02:33:03Z,90.6,Charge 5
2024-08-02T00:23:33Z,93.3,Charge 5
2024-08-02T00:24:33Z,94.6,Charge 5
2024-08-02T00:25:33Z,95.8,Charge 5
2024-08-02T00:26:33Z,96.3,Charge 5
2024-08-02T00:27:33Z,96.4,Charge 5
2024-08-02T01:11:33Z,92.7,Charge 5
2024-08-02T01:12:33Z,91.6,Charge 5
2024-08-02T01:13:33Z,91.5,Charge 5
2024-08-02T01:14:33Z,91.7,Charge 5
2024-08-02T01:15:33Z,92.8,Charge 5
