timestamp,body fat percentage,data source
2014-03-13T00:50:24Z,35.244,Withings Fitbit 3P Web API
2014-03-13T00:58:35Z,35.146,Withings Fitbit 3P Web API
2014-03-13T01:14:40Z,34.356,Withings Fitbit 3P Web API
2014-03-13T01:16:28Z,36.117,Withings Fitbit 3P Web API
2014-03-13T11:42:16Z,37.574,Withings Fitbit 3P Web API
2014-03-13T11:53:16Z,36.939,Withings Fitbit 3P Web API
2014-03-13T22:49:31Z,35.209,Withings Fitbit 3P Web API
2014-03-13T23:22:21Z,36.196,Withings Fitbit 3P Web API
2014-03-13T23:40:03Z,37.685,Withings Fitbit 3P Web API
2014-03-13T23:43:41Z,36.208,Withings Fitbit 3P Web API
2014-03-14T12:20:34Z,38.714,Withings Fitbit 3P Web API
2014-03-18T00:57:19Z,37.648,Withings Fitbit 3P Web API
2014-03-18T09:22:19Z,36.327,Withings Fitbit 3P Web API
2014-03-19T09:46:49Z,35.73,Withings Fitbit 3P Web API
2014-03-20T10:10:30Z,36.163,Withings Fitbit 3P Web API
2014-03-20T10:23:14Z,36.245,Withings Fitbit 3P Web API
2014-03-21T09:54:22Z,37.586,Withings Fitbit 3P Web API
2014-03-21T09:55:21Z,36.337,Withings Fitbit 3P Web API
2014-03-23T13:08:52Z,37.362,Withings Fitbit 3P Web API
2014-03-24T05:44:06Z,37.523,Withings Fitbit 3P Web API
2014-03-25T10:04:23Z,36.75,Withings Fitbit 3P Web API
2014-03-26T00:09:36Z,36.204,Withings Fitbit 3P Web API
2014-03-26T10:08:39Z,37.796,Withings Fitbit 3P Web API
2014-03-28T09:42:37Z,39.235,Withings Fitbit 3P Web API
