timestamp,oxygen saturation percentage,data source
2022-05-29T02:22:29Z,95.7,Charge 4
2022-05-29T02:23:29Z,96.2,Charge 4
2022-05-29T02:24:29Z,96.5,Charge 4
2022-05-29T02:25:29Z,96.3,Charge 4
2022-05-29T02:26:29Z,96.2,Charge 4
2022-05-29T02:27:29Z,96.2,Charge 4
2022-05-29T02:28:29Z,96.2,Charge 4
2022-05-29T02:29:29Z,96.9,Charge 4
2022-05-29T02:30:29Z,96.9,Charge 4
2022-05-29T02:31:29Z,96.3,Charge 4
2022-05-29T02:32:29Z,95.7,Charge 4
2022-05-29T02:33:29Z,96.2,Charge 4
2022-05-29T02:48:29Z,94.0,Charge 4
2022-05-29T02:49:29Z,94.6,Charge 4
2022-05-29T02:50:29Z,95.0,Charge 4
2022-05-29T02:51:29Z,95.3,Charge 4
2022-05-29T02:52:29Z,95.4,Charge 4
2022-05-29T02:53:29Z,95.5,Charge 4
2022-05-29T02:54:29Z,95.5,Charge 4
2022-05-29T02:55:29Z,95.8,Charge 4
2022-05-29T02:56:29Z,95.9,Charge 4
2022-05-29T02:57:29Z,96.0,Charge 4
2022-05-29T02:58:29Z,96.0,Charge 4
2022-05-29T02:59:29Z,95.9,Charge 4
2022-05-29T03:00:29Z,95.8,Charge 4
2022-05-29T03:01:29Z,95.8,Charge 4
2022-05-29T03:10:29Z,96.9,Charge 4
2022-05-29T03:11:29Z,97.1,Charge 4
2022-05-29T03:12:29Z,97.2,Charge 4
2022-05-29T03:13:29Z,97.5,Charge 4
2022-05-29T03:14:29Z,97.5,Charge 4
2022-05-29T03:15:29Z,97.5,Charge 4
2022-05-29T03:16:29Z,97.7,Charge 4
2022-05-29T03:17:29Z,97.8,Charge 4
2022-05-29T03:18:29Z,97.6,Charge 4
2022-05-29T03:41:29Z,93.3,Charge 4
2022-05-29T03:42:29Z,95.2,Charge 4
2022-05-29T03:43:29Z,96.1,Charge 4
2022-05-29T03:44:29Z,97.0,Charge 4
2022-05-29T03:45:29Z,97.6,Charge 4
2022-05-29T04:55:29Z,96.0,Charge 4
2022-05-29T04:56:29Z,96.7,Charge 4
2022-05-29T04:57:29Z,96.9,Charge 4
2022-05-29T04:58:29Z,97.2,Charge 4
2022-05-29T04:59:29Z,97.4,Charge 4
2022-05-29T05:00:29Z,97.6,Charge 4
2022-05-29T05:01:29Z,97.7,Charge 4
2022-05-29T05:02:29Z,97.8,Charge 4
2022-05-29T05:03:29Z,97.9,Charge 4
2022-05-29T05:04:29Z,98.0,Charge 4
2022-05-29T05:05:29Z,98.0,Charge 4
2022-05-29T05:06:29Z,98.0,Charge 4
2022-05-29T05:07:29Z,98.0,Charge 4
2022-05-29T05:08:29Z,98.0,Charge 4
2022-05-29T05:09:29Z,98.1,Charge 4
2022-05-29T05:10:29Z,98.1,Charge 4
2022-05-29T05:11:29Z,98.1,Charge 4
2022-05-29T05:12:29Z,98.1,Charge 4
2022-05-29T05:13:29Z,98.3,Charge 4
2022-05-29T05:14:29Z,98.3,Charge 4
2022-05-29T05:15:29Z,98.5,Charge 4
2022-05-29T05:16:29Z,98.6,Charge 4
2022-05-29T05:17:29Z,98.7,Charge 4
2022-05-29T05:18:29Z,98.6,Charge 4
2022-05-29T05:19:29Z,98.4,Charge 4
2022-05-29T05:20:29Z,98.3,Charge 4
2022-05-29T05:21:29Z,98.1,Charge 4
2022-05-29T05:22:29Z,98.0,Charge 4
2022-05-29T05:23:29Z,98.3,Charge 4
2022-05-29T05:24:29Z,97.8,Charge 4
2022-05-29T05:25:29Z,96.3,Charge 4
2022-05-29T05:26:29Z,96.3,Charge 4
2022-05-29T05:27:29Z,94.0,Charge 4
2022-05-29T06:28:29Z,97.1,Charge 4
2022-05-29T06:29:29Z,97.8,Charge 4
2022-05-29T06:30:29Z,98.0,Charge 4
2022-05-29T06:31:29Z,98.2,Charge 4
2022-05-29T06:32:29Z,98.2,Charge 4
2022-05-29T06:33:29Z,98.0,Charge 4
2022-05-29T06:34:29Z,98.0,Charge 4
2022-05-29T06:35:29Z,98.0,Charge 4
2022-05-29T06:36:29Z,97.6,Charge 4
2022-05-29T06:37:29Z,97.6,Charge 4
2022-05-29T06:38:29Z,97.8,Charge 4
2022-05-29T06:39:29Z,97.9,Charge 4
2022-05-29T06:40:29Z,98.0,Charge 4
2022-05-29T06:41:29Z,98.2,Charge 4
2022-05-29T06:42:29Z,98.0,Charge 4
2022-05-29T06:43:29Z,97.9,Charge 4
2022-05-29T06:44:29Z,97.5,Charge 4
2022-05-29T06:45:29Z,97.6,Charge 4
2022-05-29T06:46:29Z,97.3,Charge 4
2022-05-29T06:47:29Z,97.5,Charge 4
2022-05-29T06:48:29Z,97.7,Charge 4
2022-05-29T06:49:29Z,98.0,Charge 4
2022-05-29T06:50:29Z,97.9,Charge 4
2022-05-29T06:51:29Z,97.7,Charge 4
2022-05-29T06:52:29Z,97.5,Charge 4
2022-05-29T06:53:29Z,97.6,Charge 4
2022-05-29T06:54:29Z,97.6,Charge 4
2022-05-29T06:55:29Z,97.6,Charge 4
2022-05-29T07:41:29Z,93.5,Charge 4
2022-05-29T07:42:29Z,93.7,Charge 4
2022-05-29T07:43:29Z,94.2,Charge 4
2022-05-29T07:44:29Z,94.2,Charge 4
2022-05-29T07:45:29Z,94.5,Charge 4
2022-05-29T07:46:29Z,95.2,Charge 4
2022-05-29T07:47:29Z,95.9,Charge 4
2022-05-29T07:48:29Z,95.9,Charge 4
2022-05-29T07:49:29Z,95.6,Charge 4
2022-05-29T07:50:29Z,94.7,Charge 4
2022-05-29T07:51:29Z,95.3,Charge 4
2022-05-29T07:52:29Z,96.1,Charge 4
2022-05-29T07:53:29Z,96.1,Charge 4
2022-05-29T22:44:59Z,93.9,Charge 4
2022-05-29T22:45:59Z,94.3,Charge 4
2022-05-29T22:46:59Z,94.6,Charge 4
2022-05-29T22:47:59Z,95.7,Charge 4
2022-05-29T22:48:59Z,95.9,Charge 4
2022-05-29T22:49:59Z,95.5,Charge 4
2022-05-29T22:50:59Z,95.6,Charge 4
2022-05-29T22:51:59Z,95.1,Charge 4
2022-05-29T22:52:59Z,95.3,Charge 4
2022-05-29T22:53:59Z,95.4,Charge 4
2022-05-29T22:54:59Z,95.2,Charge 4
2022-05-29T22:55:59Z,95.1,Charge 4
2022-05-29T22:56:59Z,94.9,Charge 4
2022-05-29T22:57:59Z,94.0,Charge 4
2022-05-29T22:58:59Z,94.1,Charge 4
2022-05-29T22:59:59Z,94.2,Charge 4
2022-05-29T23:00:59Z,94.1,Charge 4
2022-05-29T23:01:59Z,94.5,Charge 4
2022-05-29T23:02:59Z,94.5,Charge 4
2022-05-29T23:03:59Z,94.6,Charge 4
2022-05-29T23:04:59Z,94.9,Charge 4
2022-05-29T23:05:59Z,95.2,Charge 4
2022-05-29T23:06:59Z,95.2,Charge 4
2022-05-29T23:07:59Z,94.9,Charge 4
2022-05-29T23:08:59Z,95.1,Charge 4
2022-05-29T23:09:59Z,94.8,Charge 4
2022-05-29T23:10:59Z,94.5,Charge 4
2022-05-29T23:11:59Z,94.7,Charge 4
2022-05-29T23:12:59Z,94.8,Charge 4
2022-05-29T23:13:59Z,94.8,Charge 4
2022-05-29T23:14:59Z,94.7,Charge 4
2022-05-29T23:15:59Z,94.7,Charge 4
2022-05-29T23:25:59Z,95.4,Charge 4
2022-05-29T23:26:59Z,95.3,Charge 4
2022-05-29T23:27:59Z,94.9,Charge 4
2022-05-29T23:28:59Z,94.6,Charge 4
2022-05-29T23:29:59Z,94.3,Charge 4
2022-05-29T23:30:59Z,94.8,Charge 4
2022-05-29T23:31:59Z,95.1,Charge 4
2022-05-29T23:32:59Z,95.1,Charge 4
2022-05-29T23:40:59Z,96.5,Charge 4
2022-05-29T23:41:59Z,95.9,Charge 4
2022-05-29T23:42:59Z,96.4,Charge 4
2022-05-29T23:43:59Z,97.2,Charge 4
2022-05-29T23:44:59Z,97.3,Charge 4
2022-05-29T23:45:59Z,98.1,Charge 4
2022-05-29T23:46:59Z,98.8,Charge 4
2022-05-29T23:47:59Z,99.1,Charge 4
2022-05-29T23:48:59Z,98.3,Charge 4
2022-05-29T23:49:59Z,96.7,Charge 4
2022-05-29T23:59:59Z,93.8,Charge 4
2022-05-30T00:00:59Z,93.7,Charge 4
2022-05-30T00:01:59Z,92.4,Charge 4
2022-05-30T00:02:59Z,93.1,Charge 4
2022-05-30T00:03:59Z,93.1,Charge 4
2022-05-30T00:11:59Z,96.9,Charge 4
2022-05-30T00:12:59Z,97.6,Charge 4
2022-05-30T00:13:59Z,98.3,Charge 4
2022-05-30T00:14:59Z,98.5,Charge 4
2022-05-30T00:15:59Z,96.6,Charge 4
2022-05-30T00:16:59Z,96.8,Charge 4
2022-05-30T00:17:59Z,97.3,Charge 4
2022-05-30T00:18:59Z,97.0,Charge 4
2022-05-30T00:19:59Z,97.7,Charge 4
2022-05-30T00:20:59Z,97.7,Charge 4
2022-05-30T00:21:59Z,97.7,Charge 4
2022-05-30T00:29:59Z,97.5,Charge 4
2022-05-30T00:30:59Z,97.7,Charge 4
2022-05-30T00:31:59Z,97.5,Charge 4
2022-05-30T00:32:59Z,97.4,Charge 4
2022-05-30T00:33:59Z,97.5,Charge 4
2022-05-30T00:34:59Z,97.3,Charge 4
2022-05-30T00:35:59Z,97.1,Charge 4
2022-05-30T00:36:59Z,97.0,Charge 4
2022-05-30T00:37:59Z,96.8,Charge 4
2022-05-30T00:38:59Z,96.8,Charge 4
2022-05-30T00:39:59Z,96.7,Charge 4
2022-05-30T00:40:59Z,96.7,Charge 4
2022-05-30T00:41:59Z,96.8,Charge 4
2022-05-30T00:42:59Z,96.9,Charge 4
2022-05-30T00:43:59Z,97.2,Charge 4
2022-05-30T00:44:59Z,97.2,Charge 4
2022-05-30T00:45:59Z,97.2,Charge 4
2022-05-30T00:46:59Z,96.9,Charge 4
2022-05-30T00:47:59Z,96.7,Charge 4
2022-05-30T00:48:59Z,96.7,Charge 4
2022-05-30T00:49:59Z,96.9,Charge 4
2022-05-30T00:50:59Z,96.8,Charge 4
2022-05-30T00:51:59Z,97.3,Charge 4
2022-05-30T00:52:59Z,97.0,Charge 4
2022-05-30T00:53:59Z,97.0,Charge 4
2022-05-30T00:54:59Z,96.9,Charge 4
2022-05-30T00:55:59Z,96.8,Charge 4
2022-05-30T00:56:59Z,96.9,Charge 4
2022-05-30T00:57:59Z,96.6,Charge 4
2022-05-30T00:58:59Z,96.8,Charge 4
2022-05-30T00:59:59Z,96.8,Charge 4
2022-05-30T01:00:59Z,97.1,Charge 4
2022-05-30T01:01:59Z,97.1,Charge 4
2022-05-30T01:02:59Z,97.3,Charge 4
2022-05-30T01:03:59Z,96.9,Charge 4
2022-05-30T01:04:59Z,97.0,Charge 4
2022-05-30T01:05:59Z,96.9,Charge 4
2022-05-30T01:06:59Z,96.8,Charge 4
2022-05-30T01:43:59Z,98.4,Charge 4
2022-05-30T01:44:59Z,98.0,Charge 4
2022-05-30T01:45:59Z,96.4,Charge 4
2022-05-30T01:46:59Z,95.2,Charge 4
2022-05-30T01:47:59Z,94.1,Charge 4
