timestamp,deep sleep stats - milli breaths per minute,deep sleep stats - standard deviation milli breaths per minute,deep sleep stats - signal to noise,light sleep stats - milli breaths per minute,light sleep stats - standard deviation milli breaths per minute,light sleep stats - signal to noise,rem sleep stats - milli breaths per minute,rem sleep stats - standard deviation milli breaths per minute,rem sleep stats - signal to noise,full sleep stats - milli breaths per minute,full sleep stats - standard deviation milli breaths per minute,full sleep stats - signal to noise,data source
2023-05-01T06:31:30Z,18.0,0.6,4.681,18.0,1.3,5.984,-1.0,0.0,1.707,18.0,0.6,4.681,Fitbit App
2023-05-01T17:41:00Z,-1.0,0.0,0.0,-1.0,0.0,2.371,-1.0,0.0,2.192,0.0,0.0,0.0,Fitbit App
2023-05-02T06:05:30Z,16.8,1.2,5.587,-1.0,0.0,1.948,-1.0,0.0,1.552,16.8,1.2,5.587,Fitbit App
2023-05-03T06:45:00Z,18.6,1.2,7.541,18.4,2.0,9.876,16.0,3.9,6.952,18.6,1.2,7.541,Fitbit App
2023-05-04T06:45:30Z,17.6,2.0,7.096,17.8,1.5,9.481,11.4,0.9,2.605,17.6,2.0,7.096,Fitbit App
2023-05-05T06:15:00Z,19.4,1.5,6.529,-1.0,0.0,2.399,-1.0,0.0,1.599,19.4,1.5,6.529,Fitbit App
2023-05-06T06:11:00Z,18.0,1.1,10.929,17.6,1.7,10.392,16.8,1.9,5.211,18.0,1.1,10.929,Fitbit App
2023-05-07T08:52:30Z,17.2,1.3,9.522,17.4,2.4,12.766,12.0,1.0,2.906,17.2,1.3,9.522,Fitbit App
2023-05-08T07:28:00Z,18.6,1.1,6.989,17.8,1.4,8.906,11.4,1.3,3.131,18.6,1.1,6.989,Fitbit App
2023-05-09T06:09:00Z,18.0,2.2,9.824,17.8,1.7,10.864,10.2,0.6,2.606,18.0,2.2,9.824,Fitbit App
2023-05-10T08:52:30Z,17.6,1.4,8.821,17.8,1.9,8.031,-1.0,0.0,1.664,17.6,1.4,8.821,Fitbit App
2023-05-11T07:35:30Z,17.2,1.9,9.334,17.4,1.7,9.789,-1.0,0.0,1.78,17.2,1.9,9.334,Fitbit App
2023-05-12T07:35:30Z,16.4,1.4,8.792,17.4,1.1,6.192,-1.0,0.0,1.534,16.4,1.4,8.792,Fitbit App
2023-05-14T08:12:30Z,17.8,0.7,8.562,17.2,1.7,11.137,-1.0,0.0,2.077,17.8,0.7,8.562,Fitbit App
2023-05-15T05:44:30Z,-1.0,0.0,1.99,19.0,1.7,8.267,-1.0,0.0,1.423,19.0,1.7,8.267,Fitbit App
2023-05-16T07:59:30Z,18.0,1.9,9.055,18.0,1.2,8.381,-1.0,0.0,1.259,18.0,1.9,9.055,Fitbit App
2023-05-17T07:03:00Z,17.0,1.4,7.273,17.4,1.5,9.155,-1.0,0.0,1.069,17.0,1.4,7.273,Fitbit App
2023-05-18T07:49:30Z,-1.0,0.0,2.227,18.0,1.4,7.197,18.2,0.8,3.53,18.0,1.4,7.197,Fitbit App
2023-05-19T06:09:30Z,18.2,0.8,5.549,18.0,1.7,5.291,-1.0,0.0,1.23,18.2,0.8,5.549,Fitbit App
2023-05-20T08:53:00Z,17.0,0.9,7.985,18.0,1.6,9.359,-1.0,0.0,1.282,17.0,0.9,7.985,Fitbit App
2023-05-21T06:11:00Z,17.6,1.2,5.784,17.0,1.5,8.591,-1.0,0.0,1.454,17.6,1.2,5.784,Fitbit App
2023-05-22T09:03:30Z,17.4,1.8,9.542,16.8,2.0,14.412,11.0,0.8,2.605,17.4,1.8,9.542,Fitbit App
2023-05-23T04:16:30Z,18.4,1.2,4.513,18.6,1.9,8.231,-1.0,0.0,2.022,18.4,1.2,4.513,Fitbit App
2023-05-23T09:54:30Z,-1.0,0.0,1.899,-1.0,0.0,2.167,-1.0,0.0,1.643,0.0,0.0,1.899,Fitbit App
2023-05-24T07:29:30Z,18.4,1.6,8.501,18.6,1.5,11.224,-1.0,0.0,1.344,18.4,1.6,8.501,Fitbit App
2023-05-25T07:17:00Z,21.6,1.5,4.209,20.0,2.6,10.975,-1.0,0.0,2.203,21.6,1.5,4.209,Fitbit App
2023-05-26T06:39:30Z,-1.0,0.0,1.466,-1.0,0.0,1.781,-1.0,0.0,2.07,0.0,0.0,1.466,Fitbit App
2023-05-27T04:26:30Z,22.6,0.5,2.809,22.2,0.4,2.946,-1.0,0.0,0.0,22.6,0.5,2.809,Fitbit App
2023-05-28T10:16:00Z,29.4,0.6,3.021,18.8,2.0,5.693,9.8,1.3,3.893,18.8,2.0,5.693,Fitbit App
2023-05-29T08:16:30Z,19.8,1.2,3.881,19.8,1.5,6.181,-1.0,0.0,2.394,19.8,1.5,6.181,Fitbit App
2023-05-29T16:31:00Z,-1.0,0.0,1.444,19.2,1.6,4.64,-1.0,0.0,1.976,19.2,1.6,4.64,Fitbit App
2023-05-30T07:10:30Z,-1.0,0.0,2.244,19.2,2.3,12.255,11.4,2.5,2.684,19.2,2.3,12.255,Fitbit App
2023-05-31T07:43:00Z,19.4,1.2,4.94,17.8,1.7,7.51,9.8,0.6,2.628,19.4,1.2,4.94,Fitbit App
