timestamp,oxygen saturation percentage,data source
2022-07-01T04:07:29Z,92.0,Charge 4
2022-07-01T04:08:29Z,92.5,Charge 4
2022-07-01T04:09:29Z,93.0,Charge 4
2022-07-01T04:10:29Z,93.1,Charge 4
2022-07-01T04:11:29Z,92.7,Charge 4
2022-07-01T04:12:29Z,92.7,Charge 4
2022-07-01T04:13:29Z,92.7,Charge 4
2022-07-01T04:14:29Z,93.0,Charge 4
2022-07-01T04:15:29Z,93.3,Charge 4
2022-07-01T04:16:29Z,92.7,Charge 4
2022-07-02T09:32:29Z,90.8,Charge 4
2022-07-02T09:33:29Z,92.2,Charge 4
2022-07-02T09:34:29Z,90.3,Charge 4
2022-07-02T09:35:29Z,92.2,Charge 4
2022-07-02T09:36:29Z,92.9,Charge 4
2022-07-02T09:37:29Z,92.4,Charge 4
2022-07-02T09:38:29Z,91.2,Charge 4
2022-07-02T09:39:29Z,88.3,Charge 4
2022-07-02T09:40:29Z,87.6,Charge 4
2022-07-02T09:41:29Z,89.2,Charge 4
2022-07-02T09:42:29Z,88.7,Charge 4
2022-07-02T09:43:29Z,88.3,Charge 4
2022-07-02T09:44:29Z,90.0,Charge 4
2022-07-02T09:45:29Z,91.4,Charge 4
2022-07-02T09:46:29Z,91.8,Charge 4
2022-07-02T09:47:29Z,90.3,Charge 4
2022-07-02T09:48:29Z,91.9,Charge 4
2022-07-02T09:49:29Z,91.5,Charge 4
2022-07-02T09:50:29Z,89.5,Charge 4
2022-07-02T09:51:29Z,85.2,Charge 4
2022-07-03T00:23:00Z,83.2,Charge 4
2022-07-03T00:24:00Z,83.9,Charge 4
2022-07-03T00:25:00Z,84.8,Charge 4
2022-07-03T00:26:00Z,83.7,Charge 4
2022-07-03T00:27:00Z,83.7,Charge 4
2022-07-03T00:28:00Z,84.8,Charge 4
2022-07-03T00:29:00Z,85.0,Charge 4
2022-07-03T00:30:00Z,84.8,Charge 4
2022-07-03T00:31:00Z,85.0,Charge 4
2022-07-03T00:32:00Z,85.5,Charge 4
2022-07-03T00:33:00Z,84.7,Charge 4
2022-07-03T00:34:00Z,85.1,Charge 4
2022-07-03T02:28:00Z,91.9,Charge 4
2022-07-03T02:29:00Z,92.6,Charge 4
2022-07-03T02:30:00Z,93.1,Charge 4
2022-07-03T02:31:00Z,93.0,Charge 4
2022-07-03T02:32:00Z,92.5,Charge 4
2022-07-03T06:54:00Z,95.2,Charge 4
2022-07-03T06:55:00Z,96.1,Charge 4
2022-07-03T06:56:00Z,96.7,Charge 4
2022-07-03T06:57:00Z,96.8,Charge 4
2022-07-03T06:58:00Z,97.3,Charge 4
2022-07-03T06:59:00Z,97.3,Charge 4
2022-07-03T07:00:00Z,97.9,Charge 4
2022-07-03T07:01:00Z,98.1,Charge 4
2022-07-03T10:32:00Z,95.4,Charge 4
2022-07-03T10:33:00Z,95.3,Charge 4
2022-07-03T10:34:00Z,95.5,Charge 4
2022-07-03T10:35:00Z,96.3,Charge 4
2022-07-03T10:36:00Z,96.4,Charge 4
2022-07-03T10:37:00Z,95.7,Charge 4
2022-07-03T10:38:00Z,95.9,Charge 4
2022-07-04T05:17:59Z,86.2,Charge 4
2022-07-04T05:18:59Z,86.4,Charge 4
2022-07-04T05:19:59Z,86.2,Charge 4
2022-07-04T05:20:59Z,86.2,Charge 4
2022-07-04T05:21:59Z,86.0,Charge 4
2022-07-04T05:22:59Z,86.2,Charge 4
2022-07-04T05:23:59Z,86.2,Charge 4
2022-07-04T05:24:59Z,86.2,Charge 4
2022-07-04T05:25:59Z,86.0,Charge 4
2022-07-04T05:26:59Z,85.8,Charge 4
2022-07-04T05:27:59Z,86.0,Charge 4
2022-07-04T07:23:59Z,93.2,Charge 4
2022-07-04T07:24:59Z,94.4,Charge 4
2022-07-04T07:25:59Z,93.9,Charge 4
2022-07-04T07:26:59Z,93.4,Charge 4
2022-07-04T07:27:59Z,93.9,Charge 4
2022-07-04T07:28:59Z,94.1,Charge 4
2022-07-05T05:35:00Z,92.6,Charge 4
2022-07-05T05:36:00Z,93.0,Charge 4
2022-07-05T05:37:00Z,93.0,Charge 4
2022-07-05T05:38:00Z,93.7,Charge 4
2022-07-05T05:39:00Z,93.9,Charge 4
2022-07-05T05:40:00Z,94.0,Charge 4
2022-07-05T07:57:00Z,95.5,Charge 4
2022-07-05T07:58:00Z,96.1,Charge 4
2022-07-05T07:59:00Z,94.7,Charge 4
2022-07-05T08:00:00Z,94.1,Charge 4
2022-07-05T08:01:00Z,94.5,Charge 4
2022-07-05T08:02:00Z,92.9,Charge 4
2022-07-05T08:03:00Z,92.9,Charge 4
2022-07-05T08:04:00Z,93.2,Charge 4
2022-07-05T08:05:00Z,93.8,Charge 4
2022-07-05T08:06:00Z,93.8,Charge 4
2022-07-05T08:07:00Z,94.0,Charge 4
2022-07-05T08:08:00Z,94.1,Charge 4
2022-07-05T08:09:00Z,93.6,Charge 4
2022-07-05T08:10:00Z,92.4,Charge 4
2022-07-06T05:07:30Z,87.3,Charge 4
2022-07-06T05:08:30Z,86.9,Charge 4
2022-07-06T05:09:30Z,86.9,Charge 4
2022-07-06T05:10:30Z,86.9,Charge 4
2022-07-06T05:11:30Z,87.4,Charge 4
2022-07-06T05:12:30Z,87.1,Charge 4
2022-07-06T05:13:30Z,86.9,Charge 4
2022-07-06T05:14:30Z,87.2,Charge 4
2022-07-06T05:15:30Z,86.8,Charge 4
2022-07-06T05:16:30Z,86.7,Charge 4
2022-07-06T05:17:30Z,86.8,Charge 4
2022-07-06T05:18:30Z,87.5,Charge 4
2022-07-06T05:19:30Z,87.2,Charge 4
2022-07-06T05:20:30Z,86.7,Charge 4
2022-07-06T05:21:30Z,87.4,Charge 4
2022-07-06T05:22:30Z,87.5,Charge 4
2022-07-06T05:23:30Z,87.2,Charge 4
2022-07-06T05:24:30Z,87.6,Charge 4
2022-07-06T05:25:30Z,87.0,Charge 4
2022-07-06T05:26:30Z,87.5,Charge 4
2022-07-06T05:27:30Z,87.2,Charge 4
2022-07-06T05:28:30Z,87.0,Charge 4
2022-07-06T05:29:30Z,87.1,Charge 4
2022-07-06T05:30:30Z,86.9,Charge 4
2022-07-06T05:31:30Z,87.1,Charge 4
2022-07-06T05:32:30Z,86.9,Charge 4
2022-07-06T05:33:30Z,89.3,Charge 4
2022-07-06T05:34:30Z,89.7,Charge 4
2022-07-06T05:35:30Z,89.6,Charge 4
2022-07-06T05:47:30Z,91.6,Charge 4
2022-07-06T05:48:30Z,91.4,Charge 4
2022-07-06T05:49:30Z,92.8,Charge 4
2022-07-06T05:50:30Z,92.9,Charge 4
