timestamp,oxygen saturation percentage,data source
2022-10-01T23:46:00Z,94.8,Charge 4
2022-10-01T23:47:00Z,93.8,Charge 4
2022-10-01T23:48:00Z,93.1,Charge 4
2022-10-01T23:49:00Z,93.1,Charge 4
2022-10-01T23:50:00Z,92.0,Charge 4
2022-10-01T23:51:00Z,91.2,Charge 4
2022-10-01T23:52:00Z,91.6,Charge 4
2022-10-01T23:53:00Z,89.7,Charge 4
2022-10-01T23:54:00Z,92.1,Charge 4
2022-10-01T23:55:00Z,92.9,Charge 4
2022-10-01T23:56:00Z,93.2,Charge 4
2022-10-01T23:57:00Z,94.3,Charge 4
2022-10-01T23:58:00Z,94.1,Charge 4
2022-10-01T23:59:00Z,95.2,Charge 4
2022-10-02T00:00:00Z,95.1,Charge 4
2022-10-02T00:01:00Z,94.9,Charge 4
2022-10-02T00:02:00Z,95.9,Charge 4
2022-10-02T00:03:00Z,95.7,Charge 4
2022-10-02T00:38:00Z,97.3,Charge 4
2022-10-02T00:39:00Z,97.2,Charge 4
2022-10-02T00:40:00Z,97.4,Charge 4
2022-10-02T00:41:00Z,97.7,Charge 4
2022-10-02T00:42:00Z,98.0,Charge 4
2022-10-02T00:43:00Z,98.6,Charge 4
2022-10-02T01:43:00Z,97.1,Charge 4
2022-10-02T01:44:00Z,97.5,Charge 4
2022-10-02T01:45:00Z,97.8,Charge 4
2022-10-02T01:46:00Z,98.0,Charge 4
2022-10-02T01:47:00Z,98.4,Charge 4
2022-10-02T01:48:00Z,98.5,Charge 4
2022-10-02T01:49:00Z,98.7,Charge 4
2022-10-02T01:50:00Z,98.6,Charge 4
2022-10-02T01:51:00Z,98.3,Charge 4
2022-10-02T01:52:00Z,98.2,Charge 4
2022-10-02T01:53:00Z,98.6,Charge 4
2022-10-02T01:54:00Z,98.8,Charge 4
2022-10-02T01:55:00Z,98.7,Charge 4
2022-10-02T01:56:00Z,98.8,Charge 4
2022-10-02T04:39:30Z,94.1,Charge 4
2022-10-02T04:40:30Z,93.1,Charge 4
2022-10-02T04:41:30Z,93.0,Charge 4
2022-10-02T04:42:30Z,94.2,Charge 4
2022-10-02T04:43:30Z,93.9,Charge 4
2022-10-02T04:44:30Z,93.7,Charge 4
2022-10-02T04:45:30Z,94.4,Charge 4
2022-10-02T04:46:30Z,94.5,Charge 4
2022-10-02T04:47:30Z,94.3,Charge 4
2022-10-02T04:48:30Z,94.2,Charge 4
2022-10-02T04:49:30Z,94.6,Charge 4
2022-10-02T04:50:30Z,94.8,Charge 4
2022-10-02T04:51:30Z,94.7,Charge 4
2022-10-02T05:16:30Z,97.7,Charge 4
2022-10-02T05:17:30Z,97.5,Charge 4
2022-10-02T05:18:30Z,97.7,Charge 4
2022-10-02T05:19:30Z,97.7,Charge 4
2022-10-02T05:20:30Z,97.8,Charge 4
2022-10-02T05:21:30Z,97.7,Charge 4
2022-10-02T05:22:30Z,97.9,Charge 4
2022-10-02T05:23:30Z,98.1,Charge 4
2022-10-02T05:24:30Z,98.0,Charge 4
2022-10-02T05:25:30Z,98.3,Charge 4
2022-10-02T05:26:30Z,98.6,Charge 4
2022-10-02T05:27:30Z,98.6,Charge 4
2022-10-02T05:28:30Z,98.7,Charge 4
2022-10-02T05:29:30Z,98.7,Charge 4
2022-10-02T05:30:30Z,99.0,Charge 4
