timestamp,body fat percentage,data source
2023-01-10T07:28:13Z,37.293,Withings Fitbit 3P Web API
2023-01-11T08:48:00Z,38.019,Withings Fitbit 3P Web API
2023-01-12T12:11:42Z,40.133,Withings Fitbit 3P Web API
2023-01-13T06:27:48Z,40.777,Withings Fitbit 3P Web API
2023-01-14T11:57:57Z,39.447,Withings Fitbit 3P Web API
2023-01-15T08:52:51Z,41.191,Withings Fitbit 3P Web API
2023-01-16T11:56:43Z,40.066,Withings Fitbit 3P Web API
2023-01-17T07:08:05Z,39.357,Withings Fitbit 3P Web API
2023-01-18T09:21:45Z,37.482,Withings Fitbit 3P Web API
2023-01-19T08:06:04Z,40.444,Withings Fitbit 3P Web API
2023-01-20T06:39:02Z,40.697,Withings Fitbit 3P Web API
2023-01-22T13:01:32Z,38.369,Withings Fitbit 3P Web API
2023-01-23T07:07:29Z,38.86,Withings Fitbit 3P Web API
