timestamp,deep sleep stats - milli breaths per minute,deep sleep stats - standard deviation milli breaths per minute,deep sleep stats - signal to noise,light sleep stats - milli breaths per minute,light sleep stats - standard deviation milli breaths per minute,light sleep stats - signal to noise,rem sleep stats - milli breaths per minute,rem sleep stats - standard deviation milli breaths per minute,rem sleep stats - signal to noise,full sleep stats - milli breaths per minute,full sleep stats - standard deviation milli breaths per minute,full sleep stats - signal to noise,data source
2023-10-01T08:27:30Z,18.0,2.2,6.213,18.2,1.4,4.844,-1.0,0.0,1.531,18.0,2.2,6.213,Fitbit App
2023-10-02T07:13:30Z,17.4,1.1,5.007,16.8,1.6,7.088,17.0,0.9,4.601,17.4,1.1,5.007,Fitbit App
2023-10-03T07:08:00Z,17.0,2.0,4.862,17.0,1.7,10.28,11.4,1.4,2.987,17.0,2.0,4.862,Fitbit App
2023-10-04T06:49:00Z,19.0,1.4,6.934,18.4,1.0,8.575,9.6,0.4,3.345,19.0,1.4,6.934,Fitbit App
2023-10-05T07:12:30Z,17.8,1.3,7.388,18.6,1.8,13.261,-1.0,0.0,2.48,17.8,1.3,7.388,Fitbit App
2023-10-06T07:12:00Z,18.0,1.3,8.804,18.0,1.8,10.216,-1.0,0.0,2.301,18.0,1.3,8.804,Fitbit App
2023-10-07T06:44:00Z,-1.0,0.0,2.285,18.8,1.2,6.057,-1.0,0.0,2.046,18.8,1.2,6.057,Fitbit App
2023-10-08T07:50:00Z,19.4,1.0,6.191,-1.0,0.0,2.381,-1.0,0.0,1.331,19.4,1.0,6.191,Fitbit App
2023-10-09T06:59:30Z,-1.0,0.0,2.448,17.4,1.5,6.807,-1.0,0.0,1.884,17.4,1.5,6.807,Fitbit App
2023-10-10T06:22:30Z,18.0,1.3,4.783,18.2,1.4,9.099,9.4,0.6,2.674,18.0,1.3,4.783,Fitbit App
2023-10-11T07:06:30Z,17.8,1.7,9.162,17.8,1.9,11.421,17.6,0.5,3.477,17.8,1.7,9.162,Fitbit App
2023-10-12T06:49:30Z,18.2,0.9,5.811,17.4,2.0,13.93,16.8,3.8,7.993,18.2,0.9,5.811,Fitbit App
2023-10-13T06:52:00Z,18.4,1.7,10.906,18.2,1.9,10.759,-1.0,0.0,2.044,18.4,1.7,10.906,Fitbit App
2023-10-14T06:55:30Z,18.0,1.5,11.217,18.0,1.3,10.425,-1.0,0.0,1.393,18.0,1.5,11.217,Fitbit App
2023-10-15T08:22:00Z,18.0,1.2,6.607,17.4,2.1,12.19,-1.0,0.0,2.328,18.0,1.2,6.607,Fitbit App
2023-10-15T18:53:00Z,17.8,0.7,4.676,-1.0,0.0,2.209,8.6,0.6,2.772,17.8,0.7,4.676,Fitbit App
2023-10-16T06:50:00Z,-1.0,0.0,2.339,16.6,1.9,17.828,18.0,0.6,3.134,16.6,1.9,17.828,Fitbit App
2023-10-17T07:05:30Z,17.2,1.4,5.485,17.2,1.9,9.081,-1.0,0.0,1.815,17.2,1.4,5.485,Fitbit App
2023-10-18T07:10:30Z,16.8,1.5,11.969,17.2,1.8,13.423,-1.0,0.0,1.692,16.8,1.5,11.969,Fitbit App
2023-10-19T07:03:30Z,17.6,1.2,6.374,17.2,1.9,14.326,-1.0,0.0,2.239,17.6,1.2,6.374,Fitbit App
2023-10-20T07:02:30Z,16.6,1.0,6.288,18.2,1.8,12.256,11.2,1.1,2.747,16.6,1.0,6.288,Fitbit App
2023-10-21T08:03:30Z,16.2,1.1,3.937,17.0,1.8,12.137,0.4,0.3,2.577,17.0,1.8,12.137,Fitbit App
2023-10-22T07:02:30Z,17.8,1.2,6.574,18.0,1.0,9.057,-1.0,0.0,1.399,17.8,1.2,6.574,Fitbit App
2023-10-22T09:19:00Z,17.6,1.3,6.457,17.4,1.6,9.612,-1.0,0.0,1.656,17.6,1.3,6.457,Fitbit App
2023-10-23T07:04:30Z,18.0,1.1,5.692,17.8,1.5,5.624,-1.0,0.0,1.482,18.0,1.1,5.692,Fitbit App
2023-10-24T06:53:00Z,18.0,1.4,7.007,17.4,1.4,8.185,-1.0,0.0,1.526,18.0,1.4,7.007,Fitbit App
2023-10-24T19:58:00Z,18.2,1.4,4.465,18.0,1.3,4.593,-1.0,0.0,2.037,18.2,1.4,4.465,Fitbit App
2023-10-25T06:58:30Z,-1.0,0.0,1.998,17.4,1.5,11.48,17.4,1.7,4.177,17.4,1.5,11.48,Fitbit App
2023-10-26T06:46:30Z,16.8,1.1,7.687,18.0,1.6,10.359,-1.0,0.0,1.319,16.8,1.1,7.687,Fitbit App
2023-10-27T07:58:30Z,17.2,0.7,5.395,17.6,1.5,8.807,-1.0,0.0,1.89,17.2,0.7,5.395,Fitbit App
2023-10-28T07:27:00Z,17.6,1.8,8.607,17.4,2.0,14.792,-1.0,0.0,2.434,17.6,1.8,8.607,Fitbit App
2023-10-29T07:21:30Z,18.6,1.4,4.67,17.8,1.9,9.648,17.4,1.5,7.373,18.6,1.4,4.67,Fitbit App
2023-10-30T06:47:30Z,18.6,1.7,10.549,18.0,2.2,13.315,-1.0,0.0,1.856,18.6,1.7,10.549,Fitbit App
2023-10-31T06:54:30Z,18.8,1.2,3.79,17.6,1.7,8.883,-1.0,0.0,1.721,17.6,1.7,8.883,Fitbit App
