timestamp,deep sleep stats - milli breaths per minute,deep sleep stats - standard deviation milli breaths per minute,deep sleep stats - signal to noise,light sleep stats - milli breaths per minute,light sleep stats - standard deviation milli breaths per minute,light sleep stats - signal to noise,rem sleep stats - milli breaths per minute,rem sleep stats - standard deviation milli breaths per minute,rem sleep stats - signal to noise,full sleep stats - milli breaths per minute,full sleep stats - standard deviation milli breaths per minute,full sleep stats - signal to noise,data source
2024-08-01T04:34:00Z,-1.0,0.0,2.388,18.4,1.5,7.087,-1.0,0.0,2.105,18.4,1.5,7.087,Fitbit App
2024-08-02T08:29:00Z,17.4,1.5,7.692,16.8,1.4,8.767,-1.0,0.0,1.409,17.4,1.5,7.692,Fitbit App
2024-08-03T08:29:00Z,18.4,1.1,7.716,18.2,1.8,8.169,19.2,0.8,2.539,18.4,1.1,7.716,Fitbit App
2024-08-04T07:21:30Z,18.4,1.1,8.22,18.0,1.4,6.871,13.4,5.3,3.828,18.4,1.1,8.22,Fitbit App
2024-08-05T09:36:30Z,18.2,1.6,7.375,18.6,2.1,9.334,-1.0,0.0,2.113,18.2,1.6,7.375,Fitbit App
2024-08-06T09:20:30Z,18.8,1.6,6.998,18.2,2.1,9.13,-1.0,0.0,1.652,18.8,1.6,6.998,Fitbit App
2024-08-07T08:45:30Z,17.2,1.1,5.246,18.4,1.6,8.296,24.4,0.5,2.675,17.2,1.1,5.246,Fitbit App
2024-08-08T09:27:30Z,18.8,1.3,6.056,19.0,1.4,9.8,-1.0,0.0,2.025,18.8,1.3,6.056,Fitbit App
2024-08-09T09:44:00Z,18.6,1.1,9.186,18.2,1.7,10.422,-1.0,0.0,2.086,18.6,1.1,9.186,Fitbit App
2024-08-13T08:40:30Z,19.4,1.9,7.894,18.6,1.2,8.499,19.2,4.3,7.004,19.4,1.9,7.894,Fitbit App
2024-08-15T11:44:00Z,18.0,1.6,8.348,16.8,1.6,10.72,16.8,2.4,5.52,18.0,1.6,8.348,Fitbit App
2024-08-16T05:01:00Z,18.0,1.7,10.356,18.2,2.0,11.627,25.2,0.4,2.768,18.0,1.7,10.356,Fitbit App
2024-08-16T13:33:00Z,-1.0,0.0,0.0,18.0,1.4,8.715,-1.0,0.0,2.079,18.0,1.4,8.715,Fitbit App
