timestamp,body fat percentage,data source
2020-12-01T22:59:59Z,24.6,Withings Fitbit 3P Web API
2020-12-02T07:47:01Z,25.824,Withings Fitbit 3P Web API
2020-12-04T22:59:59Z,24.6,Withings Fitbit 3P Web API
2020-12-05T22:59:59Z,24.4,Withings Fitbit 3P Web API
2020-12-06T22:59:59Z,24.2,Withings Fitbit 3P Web API
2020-12-08T11:11:42Z,26.853,Withings Fitbit 3P Web API
2020-12-08T11:17:11Z,27.142,Withings Fitbit 3P Web API
2020-12-09T22:59:59Z,26.5,Withings Fitbit 3P Web API
2020-12-11T22:59:59Z,25.2,Withings Fitbit 3P Web API
2020-12-13T10:51:03Z,26.537,Withings Fitbit 3P Web API
2020-12-14T22:59:59Z,26.0,Withings Fitbit 3P Web API
2020-12-15T22:59:59Z,25.6,Withings Fitbit 3P Web API
2020-12-17T22:59:59Z,25.2,Withings Fitbit 3P Web API
2020-12-18T22:59:59Z,25.0,Withings Fitbit 3P Web API
2020-12-24T12:42:31Z,25.505,Withings Fitbit 3P Web API
2020-12-26T22:59:59Z,25.0,Withings Fitbit 3P Web API
2020-12-29T22:59:59Z,24.9,Withings Fitbit 3P Web API
2020-12-30T08:19:54Z,24.039,Withings Fitbit 3P Web API
