timestamp,body fat percentage,data source
2020-02-01T08:41:07Z,35.914,Withings Fitbit 3P Web API
2020-02-02T08:58:49Z,37.447,Withings Fitbit 3P Web API
2020-02-03T05:13:54Z,36.522,Withings Fitbit 3P Web API
2020-02-04T05:21:26Z,35.516,Withings Fitbit 3P Web API
2020-02-05T05:51:47Z,37.222,Withings Fitbit 3P Web API
2020-02-05T05:52:43Z,37.062,Withings Fitbit 3P Web API
2020-02-06T08:06:36Z,35.038,Withings Fitbit 3P Web API
2020-02-07T05:47:31Z,35.032,Withings Fitbit 3P Web API
2020-02-08T09:26:37Z,35.347,Withings Fitbit 3P Web API
2020-02-08T09:48:53Z,33.348,Withings Fitbit 3P Web API
2020-02-09T09:43:36Z,35.803,Withings Fitbit 3P Web API
2020-02-10T06:50:57Z,35.868,Withings Fitbit 3P Web API
2020-02-12T14:08:26Z,35.35,Withings Fitbit 3P Web API
2020-02-13T12:31:34Z,36.479,Withings Fitbit 3P Web API
2020-02-14T13:20:18Z,34.287,Withings Fitbit 3P Web API
2020-02-15T17:01:22Z,34.568,Withings Fitbit 3P Web API
2020-02-16T15:33:16Z,36.052,Withings Fitbit 3P Web API
2020-02-17T14:33:13Z,36.135,Withings Fitbit 3P Web API
2020-02-19T13:38:54Z,36.085,Withings Fitbit 3P Web API
2020-02-20T14:36:54Z,35.781,Withings Fitbit 3P Web API
2020-02-21T13:33:46Z,36.294,Withings Fitbit 3P Web API
2020-02-22T16:20:15Z,35.637,Withings Fitbit 3P Web API
2020-02-23T15:32:54Z,33.486,Withings Fitbit 3P Web API
2020-02-24T13:41:47Z,34.062,Withings Fitbit 3P Web API
2020-02-25T13:59:52Z,35.094,Withings Fitbit 3P Web API
2020-02-26T15:02:36Z,36.376,Withings Fitbit 3P Web API
2020-02-27T15:09:52Z,35.061,Withings Fitbit 3P Web API
2020-02-28T15:03:12Z,35.279,Withings Fitbit 3P Web API
2020-02-29T19:14:57Z,36.278,Withings Fitbit 3P Web API
