timestamp,body fat percentage,data source
2020-03-01T17:15:54Z,35.612,Withings Fitbit 3P Web API
2020-03-02T13:59:00Z,36.266,Withings Fitbit 3P Web API
2020-03-03T13:27:15Z,37.305,Withings Fitbit 3P Web API
2020-03-04T14:59:13Z,35.659,Withings Fitbit 3P Web API
2020-03-05T06:28:25Z,36.42,Withings Fitbit 3P Web API
2020-03-09T14:59:27Z,33.404,Withings Fitbit 3P Web API
2020-03-10T13:12:10Z,36.004,Withings Fitbit 3P Web API
2020-03-11T13:29:19Z,36.733,Withings Fitbit 3P Web API
2020-03-12T02:16:23Z,36.218,Withings Fitbit 3P Web API
2020-03-12T13:01:46Z,36.96,Withings Fitbit 3P Web API
2020-03-13T00:08:17Z,36.643,Withings Fitbit 3P Web API
2020-03-13T00:09:12Z,36.581,Withings Fitbit 3P Web API
2020-03-13T12:25:33Z,36.79,Withings Fitbit 3P Web API
2020-03-14T16:30:00Z,35.483,Withings Fitbit 3P Web API
2020-03-15T16:22:17Z,34.45,Withings Fitbit 3P Web API
2020-03-16T14:13:13Z,33.867,Withings Fitbit 3P Web API
2020-03-17T14:35:55Z,36.264,Withings Fitbit 3P Web API
2020-03-18T13:37:31Z,37.358,Withings Fitbit 3P Web API
2020-03-19T16:15:34Z,34.759,Withings Fitbit 3P Web API
2020-03-20T14:50:19Z,34.502,Withings Fitbit 3P Web API
2020-03-21T17:56:12Z,37.746,Withings Fitbit 3P Web API
2020-03-22T17:26:25Z,35.381,Withings Fitbit 3P Web API
2020-03-23T14:35:44Z,34.089,Withings Fitbit 3P Web API
2020-03-24T17:18:49Z,32.302,Withings Fitbit 3P Web API
2020-03-24T17:29:13Z,32.527,Withings Fitbit 3P Web API
2020-03-25T15:41:40Z,35.138,Withings Fitbit 3P Web API
2020-03-28T19:56:36Z,35.878,Withings Fitbit 3P Web API
2020-03-28T22:59:59Z,35.1,Withings Fitbit 3P Web API
2020-03-29T19:07:02Z,33.992,Withings Fitbit 3P Web API
