timestamp,oxygen saturation percentage,data source
2023-04-01T00:00:29Z,96.3,Charge 4
2023-04-01T00:01:29Z,96.6,Charge 4
2023-04-01T00:02:29Z,96.6,Charge 4
2023-04-01T00:03:29Z,97.0,Charge 4
2023-04-01T00:04:29Z,97.8,Charge 4
2023-04-01T00:05:29Z,97.5,Charge 4
2023-04-01T00:06:29Z,97.0,Charge 4
2023-04-01T00:07:29Z,97.2,Charge 4
2023-04-01T00:08:29Z,96.8,Charge 4
2023-04-01T00:09:29Z,97.4,Charge 4
2023-04-01T00:10:29Z,97.6,Charge 4
2023-04-01T00:11:29Z,97.7,Charge 4
2023-04-01T00:12:29Z,98.5,Charge 4
2023-04-01T00:13:29Z,99.0,Charge 4
2023-04-01T00:14:29Z,98.6,Charge 4
2023-04-01T00:15:29Z,98.7,Charge 4
2023-04-01T00:16:29Z,99.0,Charge 4
2023-04-01T00:17:29Z,98.6,Charge 4
2023-04-01T00:18:29Z,98.0,Charge 4
2023-04-01T00:19:29Z,97.7,Charge 4
2023-04-01T00:20:29Z,98.0,Charge 4
2023-04-01T00:21:29Z,98.2,Charge 4
2023-04-01T00:22:29Z,98.1,Charge 4
2023-04-01T00:23:29Z,98.0,Charge 4
2023-04-01T00:24:29Z,97.5,Charge 4
2023-04-01T00:25:29Z,97.0,Charge 4
2023-04-01T00:26:29Z,96.9,Charge 4
2023-04-01T00:27:29Z,96.6,Charge 4
2023-04-01T00:28:29Z,97.4,Charge 4
2023-04-01T00:44:29Z,97.1,Charge 4
2023-04-01T00:45:29Z,97.0,Charge 4
2023-04-01T00:46:29Z,97.2,Charge 4
2023-04-01T00:47:29Z,97.2,Charge 4
2023-04-01T00:48:29Z,97.3,Charge 4
2023-04-01T00:49:29Z,97.2,Charge 4
2023-04-01T00:50:29Z,97.1,Charge 4
2023-04-01T00:51:29Z,97.1,Charge 4
2023-04-01T00:52:29Z,96.9,Charge 4
2023-04-01T00:53:29Z,97.2,Charge 4
2023-04-01T00:54:29Z,97.4,Charge 4
2023-04-01T00:55:29Z,97.5,Charge 4
2023-04-01T00:56:29Z,97.5,Charge 4
2023-04-01T00:57:29Z,97.3,Charge 4
2023-04-01T00:58:29Z,97.4,Charge 4
2023-04-01T00:59:29Z,97.7,Charge 4
2023-04-01T01:00:29Z,97.7,Charge 4
2023-04-01T01:01:29Z,97.8,Charge 4
2023-04-01T01:02:29Z,97.8,Charge 4
2023-04-01T01:03:29Z,97.9,Charge 4
2023-04-01T01:04:29Z,97.7,Charge 4
2023-04-01T01:05:29Z,97.2,Charge 4
2023-04-01T01:06:29Z,97.6,Charge 4
2023-04-01T01:07:29Z,97.8,Charge 4
2023-04-01T01:08:29Z,98.0,Charge 4
2023-04-01T01:09:29Z,97.7,Charge 4
