timestamp,oxygen saturation percentage,data source
2025-01-01T01:06:33Z,97.0,Charge 6
2025-01-01T01:07:33Z,96.8,Charge 6
2025-01-01T01:08:33Z,96.6,Charge 6
2025-01-01T01:09:33Z,96.6,Charge 6
2025-01-01T01:10:33Z,96.6,Charge 6
2025-01-01T01:14:33Z,96.8,Charge 6
2025-01-01T01:15:33Z,97.6,Charge 6
2025-01-01T01:26:04Z,94.0,Charge 6
2025-01-01T01:27:04Z,94.5,Charge 6
2025-01-01T01:28:04Z,94.8,Charge 6
2025-01-01T01:29:04Z,95.1,Charge 6
2025-01-01T01:30:04Z,95.4,Charge 6
2025-01-01T01:31:04Z,95.6,Charge 6
2025-01-01T01:32:04Z,95.7,Charge 6
2025-01-01T01:33:04Z,95.7,Charge 6
2025-01-01T01:34:04Z,95.5,Charge 6
2025-01-01T01:35:04Z,94.9,Charge 6
2025-01-01T01:36:04Z,93.0,Charge 6
2025-01-01T01:37:04Z,94.5,Charge 6
2025-01-01T01:38:04Z,95.4,Charge 6
2025-01-01T01:39:04Z,95.9,Charge 6
2025-01-01T01:40:04Z,96.2,Charge 6
2025-01-01T01:41:04Z,96.3,Charge 6
2025-01-01T01:42:04Z,96.3,Charge 6
2025-01-01T01:43:04Z,96.3,Charge 6
2025-01-01T01:44:04Z,96.4,Charge 6
2025-01-01T01:45:04Z,96.4,Charge 6
2025-01-01T01:46:04Z,96.4,Charge 6
2025-01-01T01:47:04Z,96.3,Charge 6
2025-01-01T01:48:04Z,96.3,Charge 6
2025-01-01T01:49:04Z,96.3,Charge 6
2025-01-01T01:50:04Z,96.3,Charge 6
2025-01-01T01:51:04Z,96.4,Charge 6
2025-01-01T01:52:04Z,96.4,Charge 6
2025-01-01T01:53:04Z,96.4,Charge 6
2025-01-01T01:54:04Z,96.4,Charge 6
2025-01-01T01:55:04Z,96.5,Charge 6
2025-01-01T01:56:04Z,96.4,Charge 6
2025-01-01T01:57:04Z,96.4,Charge 6
2025-01-01T01:58:04Z,96.5,Charge 6
2025-01-01T01:59:04Z,96.5,Charge 6
2025-01-01T02:00:04Z,96.6,Charge 6
2025-01-01T02:01:04Z,96.6,Charge 6
2025-01-01T02:02:04Z,96.5,Charge 6
2025-01-01T02:03:04Z,96.5,Charge 6
2025-01-01T02:04:04Z,96.5,Charge 6
2025-01-01T02:05:04Z,96.6,Charge 6
2025-01-01T02:06:04Z,96.6,Charge 6
2025-01-01T02:07:04Z,96.5,Charge 6
2025-01-01T02:08:04Z,96.6,Charge 6
2025-01-01T02:09:04Z,96.6,Charge 6
2025-01-01T02:10:04Z,96.6,Charge 6
2025-01-01T02:11:04Z,96.5,Charge 6
2025-01-01T02:12:04Z,96.5,Charge 6
2025-01-01T02:13:04Z,96.3,Charge 6
2025-01-01T02:14:04Z,96.2,Charge 6
2025-01-01T02:15:04Z,95.3,Charge 6
2025-01-01T02:16:04Z,95.1,Charge 6
2025-01-01T02:17:04Z,94.6,Charge 6
2025-01-01T02:18:04Z,94.1,Charge 6
2025-01-01T02:19:04Z,93.7,Charge 6
2025-01-01T02:20:04Z,93.7,Charge 6
2025-01-01T02:21:04Z,93.8,Charge 6
2025-01-01T02:22:04Z,93.6,Charge 6
2025-01-01T02:23:04Z,93.7,Charge 6
2025-01-01T02:24:04Z,93.7,Charge 6
2025-01-01T02:25:04Z,94.1,Charge 6
2025-01-01T02:26:04Z,94.0,Charge 6
2025-01-01T02:27:04Z,94.1,Charge 6
2025-01-01T02:29:04Z,94.7,Charge 6
2025-01-01T02:30:04Z,95.9,Charge 6
2025-01-01T02:32:04Z,96.8,Charge 6
2025-01-01T02:33:04Z,97.4,Charge 6
2025-01-01T02:34:04Z,97.8,Charge 6
2025-01-01T02:35:04Z,97.9,Charge 6
2025-01-01T02:36:04Z,98.0,Charge 6
2025-01-01T02:38:04Z,98.2,Charge 6
2025-01-01T02:39:04Z,98.2,Charge 6
2025-01-01T02:40:04Z,98.2,Charge 6
2025-01-01T02:41:04Z,98.3,Charge 6
2025-01-01T02:42:04Z,98.3,Charge 6
2025-01-01T02:44:04Z,98.2,Charge 6
2025-01-01T02:45:04Z,98.1,Charge 6
2025-01-01T02:48:04Z,98.0,Charge 6
2025-01-01T02:49:04Z,97.8,Charge 6
2025-01-01T02:50:04Z,97.8,Charge 6
2025-01-01T02:51:04Z,97.9,Charge 6
2025-01-01T02:52:04Z,97.8,Charge 6
2025-01-01T02:53:04Z,97.9,Charge 6
2025-01-01T02:54:04Z,97.9,Charge 6
2025-01-01T02:55:04Z,97.8,Charge 6
2025-01-01T02:56:04Z,97.8,Charge 6
2025-01-01T02:58:04Z,97.5,Charge 6
2025-01-01T02:59:04Z,97.3,Charge 6
2025-01-01T03:01:04Z,97.4,Charge 6
2025-01-01T03:02:04Z,97.5,Charge 6
2025-01-01T03:03:04Z,97.7,Charge 6
2025-01-01T03:04:04Z,97.9,Charge 6
2025-01-01T03:05:04Z,97.9,Charge 6
2025-01-01T03:06:04Z,98.0,Charge 6
2025-01-01T03:07:04Z,98.1,Charge 6
2025-01-01T03:08:04Z,98.1,Charge 6
2025-01-01T03:09:04Z,98.0,Charge 6
2025-01-01T03:10:04Z,98.0,Charge 6
2025-01-01T03:11:04Z,97.9,Charge 6
2025-01-01T03:12:04Z,97.9,Charge 6
2025-01-01T03:13:04Z,97.8,Charge 6
