timestamp,body fat percentage,data source
2021-01-01T22:59:59Z,24.0,Withings Fitbit 3P Web API
2021-01-05T10:09:21Z,24.693,Withings Fitbit 3P Web API
2021-01-09T08:04:09Z,24.164,Withings Fitbit 3P Web API
2021-01-11T09:17:44Z,24.838,Withings Fitbit 3P Web API
2021-01-12T22:59:59Z,24.5,Withings Fitbit 3P Web API
2021-01-13T09:10:01Z,26.373,Withings Fitbit 3P Web API
2021-01-14T11:07:04Z,25.533,Withings Fitbit 3P Web API
2021-01-15T07:39:40Z,26.051,Withings Fitbit 3P Web API
2021-01-16T10:42:47Z,25.998,Withings Fitbit 3P Web API
2021-01-19T08:08:30Z,24.752,Withings Fitbit 3P Web API
2021-01-20T08:33:02Z,24.862,Withings Fitbit 3P Web API
2021-01-21T06:53:06Z,26.576,Withings Fitbit 3P Web API
2021-01-22T07:16:12Z,25.872,Withings Fitbit 3P Web API
2021-01-23T09:12:13Z,26.344,Withings Fitbit 3P Web API
2021-01-24T10:30:41Z,27.445,Withings Fitbit 3P Web API
2021-01-25T08:43:08Z,26.727,Withings Fitbit 3P Web API
2021-01-25T22:59:59Z,26.7,Fitbit App
2021-01-26T08:18:10Z,25.697,Withings Fitbit 3P Web API
2021-01-27T08:42:08Z,25.417,Withings Fitbit 3P Web API
2021-01-28T09:01:56Z,25.498,Withings Fitbit 3P Web API
2021-01-29T08:37:53Z,25.514,Withings Fitbit 3P Web API
2021-01-30T10:11:06Z,25.185,Withings Fitbit 3P Web API
2021-01-31T09:04:24Z,25.035,Withings Fitbit 3P Web API
