timestamp,deep sleep stats - milli breaths per minute,deep sleep stats - standard deviation milli breaths per minute,deep sleep stats - signal to noise,light sleep stats - milli breaths per minute,light sleep stats - standard deviation milli breaths per minute,light sleep stats - signal to noise,rem sleep stats - milli breaths per minute,rem sleep stats - standard deviation milli breaths per minute,rem sleep stats - signal to noise,full sleep stats - milli breaths per minute,full sleep stats - standard deviation milli breaths per minute,full sleep stats - signal to noise,data source
2024-12-01T07:55:30Z,-1.0,0.0,2.032,18.8,2.2,8.559,-1.0,0.0,1.435,18.8,2.2,8.559,Fitbit App
2024-12-02T01:20:30Z,19.4,1.2,8.951,-1.0,0.0,1.827,-1.0,0.0,1.765,19.4,1.2,8.951,Fitbit App
2024-12-03T09:04:30Z,17.6,1.7,7.305,17.2,1.5,8.091,16.6,1.8,6.782,17.6,1.7,7.305,Fitbit App
2024-12-04T08:02:30Z,18.2,1.4,5.185,17.6,2.0,6.115,-1.0,0.0,1.479,18.2,1.4,5.185,Fitbit App
2024-12-05T08:24:30Z,17.2,1.6,7.822,18.0,1.8,4.689,-1.0,0.0,1.566,17.2,1.6,7.822,Fitbit App
2024-12-06T07:09:30Z,16.6,1.3,8.269,17.4,1.9,8.392,-1.0,0.0,1.908,16.6,1.3,8.269,Fitbit App
2024-12-07T07:52:00Z,18.0,0.9,6.497,17.6,1.0,4.788,-1.0,0.0,1.404,18.0,0.9,6.497,Fitbit App
2024-12-08T10:01:00Z,18.2,1.3,6.12,-1.0,0.0,2.487,-1.0,0.0,2.228,18.2,1.3,6.12,Fitbit App
2024-12-09T06:17:30Z,-1.0,0.0,2.001,-1.0,0.0,1.842,-1.0,0.0,1.606,0.0,0.0,2.001,Fitbit App
2024-12-10T08:32:30Z,19.6,1.3,8.667,-1.0,0.0,2.357,-1.0,0.0,1.647,19.6,1.3,8.667,Fitbit App
2024-12-11T08:48:30Z,19.0,1.2,5.675,18.2,1.6,6.413,-1.0,0.0,1.507,19.0,1.2,5.675,Fitbit App
2024-12-12T08:32:00Z,18.0,1.5,8.294,-1.0,0.0,2.038,-1.0,0.0,2.269,18.0,1.5,8.294,Fitbit App
2024-12-13T07:21:00Z,19.4,1.0,6.983,-1.0,0.0,1.679,-1.0,0.0,2.197,19.4,1.0,6.983,Fitbit App
2024-12-14T08:03:30Z,18.6,1.7,6.827,18.2,2.1,5.318,-1.0,0.0,2.338,18.6,1.7,6.827,Fitbit App
2024-12-14T19:43:00Z,-1.0,0.0,2.13,-1.0,0.0,2.293,-1.0,0.0,1.952,0.0,0.0,2.13,Fitbit App
2024-12-15T08:50:30Z,19.4,1.4,7.597,19.0,1.9,7.087,-1.0,0.0,1.879,19.4,1.4,7.597,Fitbit App
2024-12-16T08:56:30Z,18.8,0.9,7.327,-1.0,0.0,1.699,-1.0,0.0,1.514,18.8,0.9,7.327,Fitbit App
2024-12-17T09:19:00Z,18.8,2.2,8.646,-1.0,0.0,2.003,-1.0,0.0,1.952,18.8,2.2,8.646,Fitbit App
2024-12-18T08:44:30Z,18.0,1.6,6.854,17.6,1.5,6.834,-1.0,0.0,1.643,18.0,1.6,6.854,Fitbit App
2024-12-19T08:20:30Z,-1.0,0.0,2.409,-1.0,0.0,1.589,-1.0,0.0,2.029,0.0,0.0,2.409,Fitbit App
2024-12-20T10:07:00Z,19.0,0.9,4.983,17.4,1.3,4.988,-1.0,0.0,1.537,19.0,0.9,4.983,Fitbit App
2024-12-21T09:12:00Z,18.2,1.0,7.443,17.0,1.9,8.455,-1.0,0.0,1.843,18.2,1.0,7.443,Fitbit App
2024-12-22T11:22:00Z,17.8,1.0,7.189,17.2,1.7,6.439,-1.0,0.0,1.887,17.8,1.0,7.189,Fitbit App
2024-12-23T10:17:00Z,17.6,1.8,6.277,17.0,1.4,4.477,-1.0,0.0,1.713,17.6,1.8,6.277,Fitbit App
2024-12-24T11:13:30Z,17.8,1.1,7.11,18.0,1.5,7.549,-1.0,0.0,1.368,17.8,1.1,7.11,Fitbit App
2024-12-24T17:49:30Z,-1.0,0.0,1.679,12.0,0.8,3.054,-1.0,0.0,0.0,12.0,0.8,3.054,Fitbit App
2024-12-25T10:50:00Z,-1.0,0.0,1.515,-1.0,0.0,1.737,21.2,0.7,3.164,0.0,0.0,1.515,Fitbit App
2024-12-26T10:13:30Z,-1.0,0.0,2.261,19.0,1.9,9.803,-1.0,0.0,2.123,19.0,1.9,9.803,Fitbit App
2024-12-27T06:56:30Z,17.6,1.2,6.714,18.2,1.7,13.635,-1.0,0.0,2.489,17.6,1.2,6.714,Fitbit App
2024-12-27T09:41:00Z,17.6,1.1,7.287,18.2,1.8,16.562,-1.0,0.0,2.055,17.6,1.1,7.287,Fitbit App
2024-12-28T09:44:00Z,19.0,1.0,7.509,-1.0,0.0,1.818,-1.0,0.0,2.189,19.0,1.0,7.509,Fitbit App
2024-12-29T08:29:00Z,18.0,1.7,9.164,18.0,2.1,8.48,18.0,1.6,3.937,18.0,1.7,9.164,Fitbit App
2024-12-30T08:36:30Z,-1.0,0.0,2.224,19.4,1.6,8.134,-1.0,0.0,1.915,19.4,1.6,8.134,Fitbit App
2024-12-31T09:29:30Z,19.4,1.3,6.165,-1.0,0.0,2.053,-1.0,0.0,1.973,19.4,1.3,6.165,Fitbit App
