timestamp,oxygen saturation percentage,data source
2025-11-01T00:02:34Z,93.3,Charge 6
2025-11-01T00:03:34Z,93.8,Charge 6
2025-11-01T00:04:34Z,94.2,Charge 6
2025-11-01T00:05:34Z,94.3,Charge 6
2025-11-01T00:06:34Z,94.3,Charge 6
2025-11-01T00:07:34Z,94.2,Charge 6
2025-11-01T00:08:34Z,94.2,Charge 6
2025-11-01T00:10:34Z,94.6,Charge 6
2025-11-01T00:11:34Z,94.8,Charge 6
2025-11-01T00:12:34Z,95.2,Charge 6
2025-11-01T00:13:34Z,95.4,Charge 6
2025-11-01T00:14:34Z,95.6,Charge 6
2025-11-01T00:15:34Z,95.6,Charge 6
2025-11-01T00:16:34Z,95.5,Charge 6
2025-11-01T00:17:34Z,95.6,Charge 6
2025-11-01T00:18:34Z,95.6,Charge 6
2025-11-01T00:20:34Z,95.5,Charge 6
2025-11-01T00:21:34Z,94.8,Charge 6
2025-11-01T00:22:34Z,94.8,Charge 6
2025-11-01T00:23:34Z,94.9,Charge 6
2025-11-01T00:24:34Z,94.9,Charge 6
2025-11-01T00:26:34Z,95.1,Charge 6
2025-11-01T00:27:34Z,95.3,Charge 6
2025-11-01T00:28:34Z,95.5,Charge 6
2025-11-01T00:30:34Z,95.4,Charge 6
2025-11-01T00:31:34Z,94.7,Charge 6
2025-11-01T00:32:34Z,94.8,Charge 6
2025-11-01T00:33:34Z,96.0,Charge 6
2025-11-01T00:34:34Z,96.6,Charge 6
2025-11-01T00:36:34Z,96.5,Charge 6
2025-11-01T00:37:34Z,95.8,Charge 6
2025-11-01T00:38:34Z,95.3,Charge 6
2025-11-01T00:40:34Z,92.8,Charge 6
2025-11-01T01:41:34Z,89.6,Charge 6
2025-11-01T01:42:34Z,89.4,Charge 6
2025-11-01T01:43:34Z,89.4,Charge 6
2025-11-01T01:44:34Z,89.4,Charge 6
2025-11-01T01:45:34Z,89.3,Charge 6
2025-11-01T01:46:34Z,89.4,Charge 6
2025-11-01T02:03:34Z,92.8,Charge 6
