timestamp,body fat percentage,data source
2019-12-01T12:08:52Z,39.142,Withings Fitbit 3P Web API
2019-12-02T09:07:49Z,37.753,Withings Fitbit 3P Web API
2019-12-03T06:54:02Z,37.212,Withings Fitbit 3P Web API
2019-12-05T08:23:10Z,35.765,Withings Fitbit 3P Web API
2019-12-06T06:38:32Z,38.04,Withings Fitbit 3P Web API
2019-12-07T10:29:13Z,38.255,Withings Fitbit 3P Web API
2019-12-09T06:11:40Z,39.019,Withings Fitbit 3P Web API
2019-12-10T07:49:19Z,36.255,Withings Fitbit 3P Web API
2019-12-11T06:55:42Z,37.311,Withings Fitbit 3P Web API
2019-12-12T06:01:29Z,37.306,Withings Fitbit 3P Web API
2019-12-13T07:51:14Z,39.147,Withings Fitbit 3P Web API
2019-12-14T11:14:01Z,36.612,Withings Fitbit 3P Web API
2019-12-15T11:55:21Z,38.576,Withings Fitbit 3P Web API
2019-12-16T05:41:53Z,36.899,Withings Fitbit 3P Web API
2019-12-17T06:01:12Z,39.301,Withings Fitbit 3P Web API
2019-12-18T07:04:38Z,36.937,Withings Fitbit 3P Web API
2019-12-19T04:30:32Z,37.487,Withings Fitbit 3P Web API
2019-12-21T11:40:42Z,38.381,Withings Fitbit 3P Web API
2019-12-22T09:46:57Z,36.758,Withings Fitbit 3P Web API
2019-12-23T09:58:09Z,38.712,Withings Fitbit 3P Web API
2019-12-24T12:28:54Z,37.93,Withings Fitbit 3P Web API
2019-12-30T13:20:47Z,36.68,Withings Fitbit 3P Web API
2019-12-31T13:55:20Z,37.919,Withings Fitbit 3P Web API
