timestamp,body fat percentage,data source
2022-09-01T07:51:34Z,39.382,Withings Fitbit 3P Web API
2022-09-02T08:04:04Z,40.15,Withings Fitbit 3P Web API
2022-09-03T06:39:56Z,39.419,Withings Fitbit 3P Web API
2022-09-06T06:15:13Z,41.77,Withings Fitbit 3P Web API
2022-09-06T09:34:43Z,41.622,Withings Fitbit 3P Web API
2022-09-06T15:59:33Z,40.489,Withings Fitbit 3P Web API
2022-09-07T07:05:36Z,43.051,Withings Fitbit 3P Web API
2022-09-07T17:34:46Z,42.512,Withings Fitbit 3P Web API
2022-09-08T06:52:48Z,42.14,Withings Fitbit 3P Web API
2022-09-09T05:24:49Z,42.475,Withings Fitbit 3P Web API
2022-09-09T16:55:43Z,42.825,Withings Fitbit 3P Web API
2022-09-10T10:07:44Z,41.97,Withings Fitbit 3P Web API
2022-09-11T09:15:09Z,39.467,Withings Fitbit 3P Web API
2022-09-12T06:36:04Z,38.843,Withings Fitbit 3P Web API
2022-09-15T06:13:10Z,36.967,Withings Fitbit 3P Web API
