timestamp,body fat percentage,data source
2016-05-02T06:04:22Z,40.151,Withings Fitbit 3P Web API
2016-05-05T08:33:13Z,37.962,Withings Fitbit 3P Web API
2016-05-10T06:34:51Z,38.557,Withings Fitbit 3P Web API
2016-05-11T06:12:34Z,39.67,Withings Fitbit 3P Web API
2016-05-15T08:08:02Z,39.376,Withings Fitbit 3P Web API
2016-05-17T05:57:26Z,38.38,Withings Fitbit 3P Web API
2016-05-20T06:34:27Z,37.638,Withings Fitbit 3P Web API
2016-05-20T07:08:05Z,38.369,Withings Fitbit 3P Web API
2016-05-23T06:44:18Z,37.463,Withings Fitbit 3P Web API
2016-05-27T07:23:41Z,38.466,Withings Fitbit 3P Web API
2016-05-28T08:51:14Z,38.214,Withings Fitbit 3P Web API
