timestamp,body fat percentage,data source
2020-07-01T07:21:41Z,32.432,Withings Fitbit 3P Web API
2020-07-02T06:36:43Z,32.55,Withings Fitbit 3P Web API
2020-07-03T05:31:59Z,31.855,Withings Fitbit 3P Web API
2020-07-03T17:42:02Z,31.626,Withings Fitbit 3P Web API
2020-07-04T09:24:42Z,30.582,Withings Fitbit 3P Web API
2020-07-05T09:31:13Z,30.726,Withings Fitbit 3P Web API
2020-07-05T16:48:48Z,31.206,Withings Fitbit 3P Web API
2020-07-06T07:34:50Z,30.303,Withings Fitbit 3P Web API
2020-07-06T10:20:32Z,30.691,Withings Fitbit 3P Web API
2020-07-07T09:33:00Z,30.01,Withings Fitbit 3P Web API
2020-07-08T07:49:43Z,31.767,Withings Fitbit 3P Web API
2020-07-09T07:10:13Z,31.087,Withings Fitbit 3P Web API
2020-07-10T07:59:13Z,30.882,Withings Fitbit 3P Web API
2020-07-13T09:57:02Z,30.552,Withings Fitbit 3P Web API
2020-07-14T12:44:46Z,31.321,Withings Fitbit 3P Web API
2020-07-15T05:51:34Z,31.513,Withings Fitbit 3P Web API
2020-07-16T08:12:40Z,31.25,Withings Fitbit 3P Web API
2020-07-20T05:53:29Z,30.827,Withings Fitbit 3P Web API
2020-07-21T21:59:59Z,29.7,Withings Fitbit 3P Web API
2020-07-23T21:59:59Z,30.1,Withings Fitbit 3P Web API
2020-07-24T21:59:59Z,29.7,Withings Fitbit 3P Web API
2020-07-25T21:59:59Z,29.9,Withings Fitbit 3P Web API
2020-07-27T21:59:59Z,31.5,Withings Fitbit 3P Web API
2020-07-28T21:59:59Z,30.4,Withings Fitbit 3P Web API
2020-07-29T21:59:59Z,29.5,Withings Fitbit 3P Web API
2020-07-30T21:59:59Z,29.5,Withings Fitbit 3P Web API
