timestamp,body fat percentage,data source
2023-11-01T06:24:36Z,32.43,Withings Fitbit 3P Web API
2023-11-02T05:42:33Z,32.348,Withings Fitbit 3P Web API
2023-11-03T05:51:43Z,32.278,Withings Fitbit 3P Web API
2023-11-04T06:43:54Z,32.184,Withings Fitbit 3P Web API
2023-11-05T07:46:00Z,32.273,Withings Fitbit 3P Web API
2023-11-06T06:08:10Z,32.109,Withings Fitbit 3P Web API
2023-11-07T06:26:21Z,32.257,Withings Fitbit 3P Web API
2023-11-08T06:40:51Z,32.431,Withings Fitbit 3P Web API
2023-11-09T06:15:26Z,32.058,Withings Fitbit 3P Web API
2023-11-10T06:22:27Z,32.35,Withings Fitbit 3P Web API
2023-11-11T09:23:18Z,32.203,Withings Fitbit 3P Web API
2023-11-12T06:02:33Z,32.483,Withings Fitbit 3P Web API
2023-11-13T06:13:30Z,32.52,Withings Fitbit 3P Web API
2023-11-14T05:48:06Z,32.538,Withings Fitbit 3P Web API
2023-11-15T06:30:25Z,32.477,Withings Fitbit 3P Web API
2023-11-16T06:34:59Z,32.223,Withings Fitbit 3P Web API
2023-11-17T06:39:40Z,32.319,Withings Fitbit 3P Web API
2023-11-18T06:14:14Z,32.383,Withings Fitbit 3P Web API
2023-11-19T05:44:35Z,32.075,Withings Fitbit 3P Web API
2023-11-20T06:30:09Z,32.28,Withings Fitbit 3P Web API
2023-11-21T07:04:33Z,32.434,Withings Fitbit 3P Web API
