timestamp,body fat percentage,data source
2018-09-06T01:36:31Z,36.509,Withings Fitbit 3P Web API
2018-09-06T11:20:50Z,38.821,Withings Fitbit 3P Web API
2018-09-08T14:41:00Z,37.498,Withings Fitbit 3P Web API
2018-09-08T22:47:33Z,39.861,Withings Fitbit 3P Web API
2018-09-08T22:59:39Z,38.339,Withings Fitbit 3P Web API
2018-09-09T12:47:03Z,36.5,Withings Fitbit 3P Web API
2018-09-10T12:23:44Z,38.133,Withings Fitbit 3P Web API
2018-09-11T01:33:13Z,36.204,Withings Fitbit 3P Web API
2018-09-11T11:15:01Z,37.827,Withings Fitbit 3P Web API
2018-09-12T11:29:21Z,36.312,Withings Fitbit 3P Web API
2018-09-18T11:54:05Z,37.476,Withings Fitbit 3P Web API
