timestamp,body fat percentage,data source
2023-03-09T06:36:10Z,39.852,Withings Fitbit 3P Web API
2023-03-10T08:23:03Z,40.581,Withings Fitbit 3P Web API
2023-03-11T09:19:44Z,40.716,Withings Fitbit 3P Web API
2023-03-12T07:07:13Z,39.052,Withings Fitbit 3P Web API
2023-03-13T04:46:49Z,39.768,Withings Fitbit 3P Web API
2023-03-14T07:18:14Z,39.759,Withings Fitbit 3P Web API
2023-03-15T08:12:18Z,39.588,Withings Fitbit 3P Web API
2023-03-16T06:10:26Z,40.598,Withings Fitbit 3P Web API
2023-03-17T07:26:49Z,40.692,Withings Fitbit 3P Web API
2023-03-26T08:43:57Z,39.291,Withings Fitbit 3P Web API
2023-03-28T05:58:09Z,42.378,Withings Fitbit 3P Web API
2023-03-29T06:32:14Z,36.235,Withings Fitbit 3P Web API
