timestamp,deep sleep stats - milli breaths per minute,deep sleep stats - standard deviation milli breaths per minute,deep sleep stats - signal to noise,light sleep stats - milli breaths per minute,light sleep stats - standard deviation milli breaths per minute,light sleep stats - signal to noise,rem sleep stats - milli breaths per minute,rem sleep stats - standard deviation milli breaths per minute,rem sleep stats - signal to noise,full sleep stats - milli breaths per minute,full sleep stats - standard deviation milli breaths per minute,full sleep stats - signal to noise,data source
2022-08-01T07:42:00Z,17.4,1.8,8.888,-1.0,0.0,2.078,-1.0,0.0,1.228,17.4,1.8,8.888,Fitbit App
2022-08-02T08:23:30Z,-1.0,0.0,2.156,-1.0,0.0,1.989,-1.0,0.0,0.0,0.0,0.0,2.156,Fitbit App
2022-08-03T09:55:30Z,-1.0,0.0,2.237,18.0,1.7,8.323,-1.0,0.0,1.654,18.0,1.7,8.323,Fitbit App
2022-08-04T07:01:00Z,-1.0,0.0,1.482,-1.0,0.0,1.663,-1.0,0.0,0.0,0.0,0.0,1.482,Fitbit App
2022-08-05T07:50:30Z,18.2,1.5,6.737,-1.0,0.0,1.703,-1.0,0.0,1.976,18.2,1.5,6.737,Fitbit App
2022-08-06T10:00:00Z,18.4,1.6,8.277,17.8,2.1,8.29,-1.0,0.0,1.818,18.4,1.6,8.277,Fitbit App
2022-08-09T06:51:00Z,-1.0,0.0,1.995,-1.0,0.0,1.576,-1.0,0.0,1.831,0.0,0.0,1.995,Fitbit App
2022-08-10T07:59:30Z,18.4,1.3,6.247,18.2,1.2,6.107,-1.0,0.0,1.787,18.4,1.3,6.247,Fitbit App
2022-08-11T09:23:00Z,17.2,1.0,4.781,17.4,1.6,7.244,-1.0,0.0,2.217,17.2,1.0,4.781,Fitbit App
2022-08-12T07:46:30Z,17.8,1.2,6.137,17.4,1.7,9.216,22.4,0.5,2.814,17.8,1.2,6.137,Fitbit App
2022-08-13T08:55:30Z,18.8,2.7,10.838,17.6,2.3,6.694,-1.0,0.0,1.282,18.8,2.7,10.838,Fitbit App
2022-08-14T08:22:00Z,19.0,1.1,7.113,17.4,1.6,8.834,-1.0,0.0,1.902,19.0,1.1,7.113,Fitbit App
2022-08-15T07:48:30Z,-1.0,0.0,1.431,17.0,0.9,6.293,-1.0,0.0,1.289,17.0,0.9,6.293,Fitbit App
2022-08-16T08:25:30Z,17.2,1.7,7.043,17.8,1.8,6.737,-1.0,0.0,2.238,17.2,1.7,7.043,Fitbit App
2022-08-17T03:51:00Z,-1.0,0.0,2.154,29.8,0.2,3.368,-1.0,0.0,1.38,29.8,0.2,3.368,Fitbit App
2022-08-18T08:55:30Z,16.8,1.5,7.915,-1.0,0.0,2.254,-1.0,0.0,1.179,16.8,1.5,7.915,Fitbit App
2022-08-19T08:51:00Z,17.6,1.8,7.786,17.6,2.0,9.198,-1.0,0.0,1.616,17.6,1.8,7.786,Fitbit App
2022-08-20T09:46:30Z,19.0,0.8,4.511,-1.0,0.0,2.049,-1.0,0.0,1.27,19.0,0.8,4.511,Fitbit App
2022-08-21T10:16:30Z,-1.0,0.0,1.422,17.8,1.7,7.391,-1.0,0.0,1.41,17.8,1.7,7.391,Fitbit App
2022-08-22T08:33:30Z,-1.0,0.0,2.095,17.0,1.5,4.568,-1.0,0.0,1.57,17.0,1.5,4.568,Fitbit App
2022-08-23T09:07:30Z,18.2,0.9,6.115,18.0,2.5,7.816,-1.0,0.0,2.222,18.2,0.9,6.115,Fitbit App
2022-08-24T09:58:30Z,16.8,0.8,5.479,18.4,1.8,7.276,-1.0,0.0,2.411,16.8,0.8,5.479,Fitbit App
2022-08-25T09:50:30Z,16.0,0.6,5.359,-1.0,0.0,1.736,-1.0,0.0,1.784,16.0,0.6,5.359,Fitbit App
2022-08-26T10:53:30Z,18.6,0.6,6.329,17.2,1.5,5.058,-1.0,0.0,1.567,18.6,0.6,6.329,Fitbit App
2022-08-27T10:02:30Z,17.6,0.8,4.617,16.6,1.1,6.899,-1.0,0.0,2.21,17.6,0.8,4.617,Fitbit App
2022-08-28T09:12:30Z,19.0,1.6,7.437,19.6,1.4,6.154,29.4,0.5,2.867,19.0,1.6,7.437,Fitbit App
2022-08-29T09:58:00Z,16.2,0.9,7.343,20.0,0.8,5.663,-1.0,0.0,2.004,16.2,0.9,7.343,Fitbit App
2022-08-30T10:01:00Z,18.4,1.3,9.092,16.4,1.2,9.268,-1.0,0.0,1.372,18.4,1.3,9.092,Fitbit App
2022-08-31T09:44:00Z,16.8,1.2,5.183,-1.0,0.0,2.139,-1.0,0.0,1.792,16.8,1.2,5.183,Fitbit App
