timestamp,deep sleep stats - milli breaths per minute,deep sleep stats - standard deviation milli breaths per minute,deep sleep stats - signal to noise,light sleep stats - milli breaths per minute,light sleep stats - standard deviation milli breaths per minute,light sleep stats - signal to noise,rem sleep stats - milli breaths per minute,rem sleep stats - standard deviation milli breaths per minute,rem sleep stats - signal to noise,full sleep stats - milli breaths per minute,full sleep stats - standard deviation milli breaths per minute,full sleep stats - signal to noise,data source
2022-06-01T07:37:00Z,17.2,0.7,5.79,16.4,1.6,6.301,13.2,0.4,2.985,17.2,0.7,5.79,Fitbit App
2022-06-02T08:34:00Z,-1.0,0.0,2.046,16.8,2.2,9.065,-1.0,0.0,1.479,16.8,2.2,9.065,Fitbit App
2022-06-03T09:20:00Z,16.4,1.4,4.658,16.0,1.4,6.668,-1.0,0.0,1.232,16.4,1.4,4.658,Fitbit App
2022-06-03T20:57:00Z,-1.0,0.0,1.874,-1.0,0.0,1.397,-1.0,0.0,1.691,0.0,0.0,1.874,Fitbit App
2022-06-04T12:51:00Z,16.8,1.3,7.319,16.8,1.6,4.171,-1.0,0.0,1.79,16.8,1.3,7.319,Fitbit App
2022-06-05T12:13:00Z,17.4,2.8,10.442,16.2,1.5,9.956,15.4,1.7,4.479,17.4,2.8,10.442,Fitbit App
2022-06-06T10:12:00Z,16.8,1.1,4.91,16.2,1.3,11.097,16.8,0.8,3.838,16.8,1.1,4.91,Fitbit App
2022-06-07T09:50:30Z,-1.0,0.0,2.381,16.8,1.9,6.167,-1.0,0.0,1.538,16.8,1.9,6.167,Fitbit App
2022-06-08T11:15:00Z,16.2,1.3,5.682,17.0,1.9,5.736,-1.0,0.0,1.761,16.2,1.3,5.682,Fitbit App
2022-06-10T09:45:30Z,16.6,1.4,10.082,17.4,2.1,6.327,-1.0,0.0,1.693,16.6,1.4,10.082,Fitbit App
2022-06-13T08:41:00Z,19.2,0.8,8.699,17.2,1.9,7.589,-1.0,0.0,1.748,19.2,0.8,8.699,Fitbit App
2022-06-14T08:38:00Z,18.8,1.5,5.306,19.2,2.2,6.153,-1.0,0.0,1.371,18.8,1.5,5.306,Fitbit App
2022-06-15T07:43:00Z,17.8,2.0,7.755,18.2,1.6,4.61,-1.0,0.0,2.168,17.8,2.0,7.755,Fitbit App
2022-06-16T10:37:30Z,18.2,1.3,8.031,17.6,1.1,5.972,23.4,0.4,2.745,18.2,1.3,8.031,Fitbit App
2022-06-17T04:06:30Z,17.0,0.7,8.757,18.4,1.9,5.801,-1.0,0.0,1.761,17.0,0.7,8.757,Fitbit App
2022-06-18T09:16:00Z,17.0,1.0,7.831,16.6,1.0,6.747,-1.0,0.0,2.146,17.0,1.0,7.831,Fitbit App
2022-06-20T09:07:00Z,16.2,1.9,9.517,16.4,1.6,10.463,11.2,0.8,2.867,16.2,1.9,9.517,Fitbit App
2022-06-21T04:42:30Z,-1.0,0.0,2.276,19.0,1.2,5.163,-1.0,0.0,1.452,19.0,1.2,5.163,Fitbit App
2022-06-21T11:07:00Z,-1.0,0.0,1.693,-1.0,0.0,2.02,-1.0,0.0,1.06,0.0,0.0,1.693,Fitbit App
2022-06-22T07:28:00Z,16.2,0.6,5.945,18.2,2.0,12.767,-1.0,0.0,1.96,16.2,0.6,5.945,Fitbit App
2022-06-23T08:43:00Z,18.8,0.9,6.71,17.2,1.7,7.169,-1.0,0.0,1.582,18.8,0.9,6.71,Fitbit App
2022-06-24T07:22:00Z,18.2,1.5,6.97,18.4,2.3,8.954,-1.0,0.0,1.517,18.2,1.5,6.97,Fitbit App
2022-06-25T05:08:00Z,17.6,0.7,4.145,17.2,1.2,7.521,-1.0,0.0,2.218,17.6,0.7,4.145,Fitbit App
2022-06-26T08:29:30Z,17.2,1.7,6.501,-1.0,0.0,1.854,22.0,0.5,2.767,17.2,1.7,6.501,Fitbit App
2022-06-27T07:04:30Z,18.8,1.4,8.532,-1.0,0.0,2.289,-1.0,0.0,1.88,18.8,1.4,8.532,Fitbit App
2022-06-28T07:52:30Z,-1.0,0.0,1.742,-1.0,0.0,1.953,9.8,0.7,3.115,0.0,0.0,1.742,Fitbit App
2022-06-29T07:07:00Z,19.0,0.7,4.952,18.6,1.2,7.534,-1.0,0.0,1.961,19.0,0.7,4.952,Fitbit App
